109567	Gothic
6c04f967793729c731dea84d3bb2f8a5	Năm nhuận bắt đầu vào ngày Chủ Nhật
902e709a5465c2091d9b617d89fe7a7d	José Nicolás de Azara
3393	Illinois
530240	1073
101969	Sully Prudhomme
1279632	Thập niên 960
38987	Số tự nhiên
070a45008cea3dbbd23689ccd115c55b	Helmut Hönl
248143	Rama I
560624	Bệnh hoa liễu
65503	Wikisource
b25fad2f73bd77b1d2115653f36d47f9	Truy cập mở (xuất bản)
532109	413
c7ffceba269b32d6925c142986519cff	Alexander III of Macedon
48273	97 (số)
1c5e8a7f0ce3abbf81349df7718243f2	Filharmonie Brno
459711	Pyotr III của Nga
541368	33 TCN
31822	Anton Pavlovich Chekhov
e3e7ee4f37937e18aa6a09fe55c20300	Lịch Ireland
cac5172d781df5ada506e32467d95ee2	Roberto Eduardo Viola
128782	Bác sĩ
32388	Hồ Erie
303810	Đậu phụ
3d93902beaa1a1435e236d4a78f86d43	Championnat de France amateur 2
530669	925
16137342ac85d301f588f880a1b42675	Anthony Gilby
19f227886a4157688665f23a20f7405d	Allan Maclean của Torloisk
67b41a47e6b2501d48a5a4bee693339a	Công ty Ford
226905917abe99aada53c72a29a9a786	Angewandte Chemie
3310533feed9ba7181e73e93d052fe27	Gerard van Swieten
783623	Guanajuato
531302	662
61171	BRICS
820301	Agawam, Massachusetts
018fc6d2a62700e4637aaacf064030f8	ADAC
8b3d2ac41bbb766b098e04a87f45aca1	David H. Hubel
541396	42 TCN
137841	Facebook
20589	19 tháng 10
4cef0a5fb8139d058e20d3240a38320c	Alexander Brush
814914	Carl Wieman
7d0e571b5b342287904e87e5fed175c7	Aryabhatta
20131	5 tháng 2
541117	18 TCN
16850	BBC
521463	1578
f3397ea3e1a778f8cc14fbfe5da55d88	Triệu Thái
1a4a84918625aeb442142c7c5af5c71d	Jean-Antoine Nollet
367eb9dcba0bd131823a6b4837fc27f5	Anti-Western sentiment
3391959	Hệ phái Sunni
5ca983e16d1b60ae9609a4801573396e	Lester Bowles Pearson
1456686	Lưu Tống Minh Đế
51354	Lễ Vượt Qua
529256	1640
e37c2e49c462d8d6e9477bbe48b99b73	Bang Falcón
799802	Người Kirgiz (Trung Quốc)
82575	Minh Tuyên Tông
529189	1549
55954	Chiến tranh Lê-Mạc
528389	1707
529751	1332
1445685	Thể loại:Mất thập kỷ 720
3697089	Thomas Carlyle
ae86732a07c29aecb570677c1a86362a	Đạo luật liên hiệp năm 1800
6acd4f40302f7854768e06b418502cb1	Baker's Biographical Dictionary of Musicians
20537	22 tháng 9
35463a9e7d0f57bd3ab19480c758ff56	Thể loại:Phá hủy thập kỷ 910
820043	Cuộc xâm lược Anh của người Norman
d92b3490966f4a153aaa29e11ce3a455	20 November
2796	NATO
76579	Vương quốc Sukhothai
1589392	Bauhaus
345994	Địa mạo học
237330	Shinsengumi
d95e2c5fe1566ce81a3f4b972eb35395	Attifet
19f18ef572364ee0d2dad575cb8a2e6d	Francis Harry Compton Crick
0a1c80c20025518d7eae96c58a1e31dc	Chiến dịch Lao Hà
104248	.ge
83780	Hoa Hạ
3191469	Trần Tử Oai
1279542	Thập niên 100
532201	395
3171265	Lưu Hoằng Hy
1cde313171c0ef222bd183297114ef68	Ban đạo đức FIFA
d2c5ad3dd1aa210884bc1eaea8e71783	Kỷ lục bay vào vũ trụ
3389219	Edward VIII của Anh
84d11efb109f7e7acafc6e4fe0e6f902	Curacoa
2442914	Cơ học Lagrange
144674	Nguyễn Tiến Hưng
c1837cd4777da8c31765c6fbe1e0b84f	The Northern Echo
87cffa16f1f87a2b9b704dd19cf38fe5	09 tháng mười hai
103483	Cải cách ruộng đất
07d086ca727843cfcfcd9167c74b230f	10 December
31466	Bộ Chính trị Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam
355caf6b99e55c4f3258dd39ac697d53	Apollonian và Dionysian
530497	1487
529331	1671
334496	Quo Vadis (phim 1951)
629101	Chủ nghĩa thần bí
97769	.ci
b735cbaa82864991ad114145b000838c	Xã hội Maya
151194	ISO 3166-2:BO
a8066ecf4d90eac5f4da4321d4b2e598	Friedrich Leopold zu Stolberg-Stolberg
943	4 tháng 4
423109	Chadeleuf
c9d2c45e00abb0320993eb5005c72689	Thể loại:Sinh thập kỷ 70 TCN
543958	Thần học
9a6ce006f4c6b893e1319a9a30c9ec66	Chau Dera
124394	Đề đốc
3263786	Bộ Quốc phòng Việt Nam Cộng hòa
9e0e796c49e0215005d1fb7d5c659bf8	Kế hoạch 571
448685	Butlerov
52955	FIFA
502208	Alma mater
25218	Bóng đá
41729	Dục Đức
53328	Chu Ân Lai
528893	1734
81854	American Samoa
498834	Biện chứng
872470bdc4818af132efdafa85e74d9e	Books of Chronicles
804672	Transilvania
541099	2 TCN
242561	Arno Allan Penzias
820329	Salem, Massachusetts
20cd305ee423034c0150d2dc65e370e4	752 TCN
529178	1543
1765503	Anton Wilhelm Karl von L’Estocq
7795	Hồ
7657	Họ
519791	Chu Hậu Thông
746	Trần Hưng Đạo
354530	Heng Samrin
3f0808bd21c2fae0f3c229815c67cdd9	Freezing rain
16242	Giải Nobel Kinh tế
392233	1866
405412	Bệnh di truyền
102080	Aloha
a486cd07e4ac3d270571622f4f316ec5	2152
193185	Tiếng Đan Mạch
b268c3ac70971db473419655e07c4acd	Cựu 1322
37520	Ethiopia
2a4034c52ceae7ac82ecafdbd69e042f	Die Kinder der Toten
25e39590a9ce7f44c43d8c33b3ae173d	Dollar Bắc Borneo
143504	Niên hiệu
202152	Bát Công Sơn
447554	Giáo hoàng Ađêôđatô I
529995	1213
8fddf9d8743cb9bb65944fb100d32bb2	Jōgen (thời kỳ Kamakura)
140468	William Morris Hughes
530180	Thể loại:Mất thập kỷ 100 TCN
9e808c655f3a7e690f6c1a1dbab7ec28	14 tháng sáu
4505eee9fac0725d19159710522c7e0b	Người Maya
60bc77ea3c18c8927e7695ecfd555b08	Ando Naotsugu
530146	1096
8a5b24c3292fb0bab71dc0b608198fd9	Canada Đại Tây Dương
29164	Chúa Cha
530610	919
94262	Fortune 500
ab370b5539585ca3621e51463f4993c7	Trường trung học Tây Canada
25437	Phần Lan
3381	Thiên Chúa giáo
1de75cf8c3eb84f8ffced6dbb1ec21f2	Ninh Từ hoàng hậu
404657	Betheln
152116b9c475e6222f8e492075eba6db	Fanshawe
a2314af99e2ef19247a5336e53ca4545	Accademia del Cimento
61331	Ngân hàng
b5930324be14b9e5abfc65aa97bac54e	Bessie Head
242096ae5c5d0407fe48d89cd0238958	Điều tra dân số Nga (2002)
da8f35f7f5103d336e718425aefc9efd	Hormizd IV
574492	Gottlieb Daimler
529939	1275
3670399	Chai (vua Ayutthaya)
562597	Montpelier, Vermont
392157	1827
530702	953
46a14d3e80c911b70b5623ebd90f2c88	Galicia (Trung Âu)
edc71813b64bd2378160b1bba545d9f2	Thể loại:Kiến trúc thập kỷ 1210
3157033	George Hoyt Whipple
ca21322fdef5f0cae53e00a39302982c	Bóng đá tại Thế vận hội Giới trẻ
212813	Duyện Châu
f2673801ef1210b38279fc1936fdcbdc	Axiom of union
2415484	Bão Nari (2013)
8907df64ab677e57e89d43f85aa6a10f	Lãnh địa Satsuma
1279622	Thập niên 860
1055133	Ba Đồ Lỗ
4f5c41bd10c85c452d9cc44652c6158b	Constable của Pháp
320878	Bộ trưởng Ngân khố Hoa Kỳ
531804	541
cee3430b11ea03a29b2f95664f46ab47	Lá số tử vi
98457b67d43032c92c26c276939fe03d	Trận Ochakov
54253	Bulgary
2454689	Danh sách các quốc gia theo cơ quan lập pháp
529242	1629
4467	18 tháng 4
541593	154 TCN
20148	11 tháng 2
ca4c6d1b7517ec0458e841468bd2e421	Bình ôxy
541067	654
2353141	Trán
2f8cb584ea7550f7ea11272e51f3da98	Amélie Nothomb
122216	.co
8763e479d1dabfbfde55019a84d094c5	David Lee (nhà vật lý học)
2586	Cholesterol
8ea22d267d7838cfc834a2f08a333dce	ISO/IEC 15504
107931	1947
39902	Mắm tôm
23026	25 tháng 05
1221129	Phạm Văn Tham
530148	1094
1279664	Thập niên 210 TCN
387957	Theodor Svedberg
413772	Chiến tranh lạnh
4095f267530cd0a371bd60dc848ed4e6	Buttington
120653	Karl Gjellerup
1583aa2e3e1f5857e2956f4e669c8242	Claude François
460600	Jacobus Henricus van 't Hoff
327952	Giải César
1279590	Thập niên 540
396424	Nạn kiêu binh
97749	Cambridge, Massachusetts
530445	1469
530428	1454
241577	Sơn Hải Quan
19cbaaa05e8b35f21769968dad817943	Hindenburg
530415	1447
578387	Thập niên 1150
2581	Moskva
540776	177
53204	Chuột rút
110600	Hoàng Cương, Hồ Bắc
0c0243b1d35ad841095e9087cc9beb7f	Arvid Runestam
1331299	Bảo Thánh hoàng hậu
caf4ce7e8cf43cb2eff4fefb222bfb5c	Alberto Calderón
144353	Minh Thần Tông
1e9a846b89969a8639ed2c4b24785423	Lê Cảnh Kỳ
543b0d60488237915514454e74223da9	Luis Ponce de León
3703524	Ioannes Zonaras
8578	Nguyên soái
a17f10c40bf20bbe3a421884ef54b4eb	Imagawa Sadayo
db0d1a601b5f11131c1194c8843f68cb	Laurent François Alexandre Montessu
339b9587ba5d554acebce5f4f2b2a888	Angelo Alessio
190700	Biển Greenland
50f6038793adad38564238552e57e6ad	André Dacier
123175	Kenny G
16604	Chủ nghĩa Marx
edd4dd80e3c7867032bf20e196c74e2d	Aleksandar Nikolić
201eda5774c0ee7dba51e2fb21fbb24f	Đảm đương trách nhiệm
56428	Cách mạng tháng Tám
23677a1d7045f4c9ddaea574b346ab8f	Edward Balliol
258487	Bắc Ngụy
105710	Quân đội Pháp
20193	4 tháng 3
1313909	Bi đá trên băng
530687	937
144740	Hoàng tử Bé
121611	Trịnh Cán
106840	Michel Ney
2217932	Lớp tàu khu trục B
ac83dda180e7371bc261f239566c1711	Shōka
531847	497
1fbb60a698572d5e8c7135a75b881e68	Delaware River Region
522446	Cuộc vây hãm Pirna
3effd6a66c5799b85aad198be6d16b5a	Hiệp ước Hữu nghị và Thương mại (Mỹ-Pháp)
57692	Thiên niên kỷ 1 TCN
2261223	John Kendrew
e12289661fa9095e6794afab02fc39eb	Eikyū
cdd53b6bb21801fed3aeca88ab83213f	Composite Antarctic Gazetteer
62aff4fc998eb6933c0871bb9a402bbf	Phương trình van 't Hoff
580956	Bang của Hoa Kỳ
e2b2e09eb76b8e81cccc33a5f63de2dd	Ade Azeez
530519	1505
80a1c824771cd477409ed506a4e340f7	Gold Coast (New Jersey)
532113	416
540830	138
20468	18 tháng 8
541022	614
854a2644197d9e3b439b9d4c81454c0b	Amerindian
809582	Cam Gigandet
6ab6dfd6dc13b49d352a7b326d8367bf	Thể loại:Sinh năm 1757
dd224d49ff4165e82639ea003139317d	Thể loại:Mất năm 1804
146419	Trận Antietam
84652	Freedom House
95c65832eb822e2d74e4617b245c03a8	Degrad des Cannes
2217768	Cá mút đá
f40e9462d72e3dc0730e9db8ccb47288	Catherine II of Russia
530117	1118
3642345	Bắc thuộc lần 3
53635	Thể loại:Mất thập kỷ 1090
201755	1772
575090	Burley, Idaho
392228	1864
31431	Luân Đôn
540748	197
222453	Bình Hồ
1279619	Thập niên 830
fe9ba8bcde11c49d68d0283c699a7c29	Gaspee Affair
540606	Constantius Chlorus
7619	Quân Giải phóng miền Nam Việt Nam
1279526	Thập niên 80
532175	437
ead2a02e83f96b404cbe34d40459c86c	Lạc Diệu
312113	Dracula
2a81cacc5ede876cab3c6dbbd31d7cee	Vương quốc Ptolemy
3712483	Bahá'í
3413510	Black Pink
c81350e11ba1229747930b33337772a6	Thể loại:Phá hủy thập kỷ 1640
1249177	Allan Williams
80	Hà Nội
24020	Thời điểm
8180aadb9cde727a5c88bd3eb19c682c	BBC Sport
80427	McDonnell Douglas F-4 Phantom II
523982	Thế kỷ 2 TCN
112654	Igor Severyanin
103583	Kỷ lục thời gian bay
4bfe1e5e3b35b52ffb977bad61c2c5e3	Bourne End
3367134	Eo biển Cook
489999	Dương Minh Châu
bcc9e593bae7be75b7131e29dbbae6b8	Các họ chữ viết của Trung Quốc
236630	Chương trình 135
2215	Nguyễn Hoàng
324654	Siêu nhân (Nietzsche)
109298	André Franquin
579275	Vải
01d7f11fa0fc86e8159befdb1bc9f313	Basilica di Santa Croce di Firenze
29935	Biển Baltic
3127978	Beagle
fb419b460de8e0255fd3cbb8a8c2e487	Gishō
11680	Gia Long
647e4f41369f7bdb0c4f801b390acdcd	Worshipful Company of Cordwainers
981831	Mười Trí
20463	15 tháng 8
9f9277ade5948a2544217e8a25538303	Agattu
540960	17
570234	Adolfo Pérez Esquivel
f8d3c07f5eaee89aac81e8f5dbe293b3	Dezső Novák
e638d12f8ffee771ce732712b551936b	Các tham số quỹ đạo chuẩn
20507	9 tháng 9
48674	Cá tầm Kaluga
11776e270dcd2c6da93f5dc5d84f3c87	Danh sách đĩa nhạc của U2
be819bd262a267f862178d3aece7557d	Bob Blyth
3389787	Aquileia
60410	Hoàng Đình Bảo
48c2de498526a7bb925620b14b66f4db	Lịch Myanma truyền thống
5c5d7b86ba0070b9ea3ded5b37637ea2	Ba Thê
59160	Alexis de Tocqueville
72937084bf27c528704b802fd2c35063	Lucius Licinius Sura
155228f20bba528d6da35e44a3851d9c	Chính quyền Ohio
529014	1621
78b4d1029e618416f19848fb38f3413a	Kanna (era)
1279656	Thập niên 130 TCN
524161	Bài thơ Đông – Tây
dedf35a09ac01a587eabffa1ebccf35d	Charles I của Anjou
b1ee31ed2c87d4957b0c3ee2412be6fc	Lê Khâm
528929	1763
96100	Andorra
c8c1f2b368d70ffd5446048f63809569	1492: Chinh phục thiên đường
802b080b5ba3e2612a42d6122e4b2832	Corinth
f483343846263f9228e109ac8853734d	Donald Rayfield
2244924	Gaius Caesar
20500	5 tháng 9
ee9eb2abcfd6c74b04f236340814aac7	Castra
3278020	Giải vô địch bóng đá thế giới 1930
5d19112e5e131726746b6fbbb60ec1d8	Chotia Weedhooper
3670657	Ashikaga Yoshimitsu
b8d422662c432c74f180c39dd6a9bc5f	Marcel Boussac
530697	948
614791	Ababil
cbeb431a688173682cd224568d63a282	Đỗ Thế Dận
530242	1071
258644	Hậu Thục
530037	1185
3c3d7e9020a349aeef70c4c6c5bd298d	Bất bình đẳng
260419	Akrotiri và Dhekelia
450495	Giáo hoàng Biển Đức VI
540634	274
530974	1377
543275	Việt Hùng, Đông Anh
d82db73e5e71d9c81cbdebdecec149bb	Thời kỳ Thiên Bảo
831343	Đồng hồ quả lắc
421244	Bert Sakmann
a292e77859e9a2484dc398d230dee16e	George Ellery Hale
120468	Pearl S. Buck
57659	Thế kỷ 7
140643	Dương Hành Mật
abec539993aa7df263faadf7d3f52c77	Callao (vùng)
bc10daa602d2e564221f712c2ae2b9c1	Số bạn
519144	Lâm Tắc Từ
1279615	Thập niên 790
4bc5f269cc6da14c24cba836a5171e4b	1980s in fashion
406eb4580dc22aed11f8d1ccdc12fcae	Liên minh Trung lập vũ trang
081cb1b2c7e980581a8b6eed95707bff	Dipangkorn Rasmijoti
e259d611141e7709c3a52fad8b9de1fb	Bãi biển Wanda
855d9e4a3e3686ea1cdff99432d6b5a3	Arrow (symbol)
54675	Gia Nghĩa
799789	Chris Hemsworth
893748	Chiến tranh Falklands
25510	Thomas Jefferson
6dfa57aeaa37b128e95156d7c12d8275	Cologne (vùng hành chính)
4873ded108752519c4e04a4690caa23a	Bác Khách Đa
92247	Des Moines, Iowa
529575	1582
5ae1857e76887d6a8cd176c09f43d600	Triết lý siêu việt
230525	Khánh Thành, Khánh Dương
528406	1706
20475	22 tháng 8
144653	Ba chàng lính ngự lâm
912846	Dana Delany
293573	Biển Bismarck
1638694	Chiến dịch giải phóng Bulgaria
29136	Al-Qaeda
586459	Vågå
564433	Diêu Tư Liêm
45d50487bc5e996ac83691bb2a5592aa	Lý Nhân (nhà Minh)
512084	Lý Định Quốc
62935	Chennai
841176	The Cabin in the Woods
219164	Lãnh thổ Ủy thác Quần đảo Thái Bình Dương
27309	Giáp Tuất
3666356	Mahathammarachathirat (vua Ayutthaya)
2d860e8019ea9b1cd091eb3f2b0686fc	Sudbury
d81f57f0d8a99ee06e43bd0016b1aa59	Current Results Nexus
104934	.il
540956	248
e26cbfe80c7172ed1919c11e70643bf5	Badakshan
4b3b2445ca146412de7931cb2d047908	Võru
529986	1204
e9109db2d62bcd10ebc13caca4132384	Baga
0dd2dfc27d73db7c72c6291a54e344ae	Abortion law
529941	1277
133700	Phương Đông
540792	163
804739	4 Vesta
513922	Helen
504191	Bottrop
6b3ccb8b71a064d4325a5defd4e397fc	Sài Thủ Lễ
cd6bc5ec63ce981861f7b768c65aaeba	Adam Michnik
546921	Dahomey thuộc Pháp
49577	13 (số)
223181	Anh đào
532205	391
433e9c555fea06894e5d1c5d210aaa11	Al Qubah
255377	Chủ thể liên bang của Nga
39b438baa1bbe69a81ad4a0dccecd9cc	Khả vi
0019c3a697b0c93afc33c051405235e0	Arthur B. Robinson
316985	Di chỉ thời đồ đá mới ở Orkney
2059	Ancol
a32e2dac61e393094434cf423df75ea5	.бел
578426	Thập niên 1100
802560	Gordon Pai'ea Chung-Hoon
530848	2015
529008	1616
530596	907
861ac91c8f4be4450f9a44397eac8d2c	Thể loại:Thành lập thập kỷ 890
29294	Arsenal F.C.
55109	Tiểu hành tinh
189585	Hoàng Lăng
e19e408775825d8b368fa2e05a37af34	Camillo Golgi
250202	Osman I
ea8c238a9a0b642381507874f0024b52	Al-Fil
8d8fb19d847e747ea73d7c39c365ea5c	Ludwig Quidde
3645957	Nam Carolina
2426124	Anguilla (định hướng)
24039	Giải vô địch bóng đá thế giới
20582	16 tháng 10
20117	29 tháng 1
12460	Hàng Châu
36781	Ngô Thì Nhậm
404654	Adenstedt
531912	449
529253	1638
11698	Người Kinh (Trung Quốc)
b44067e19ae59a94102cd6dee0605fd2	Cusco
27338	Kỷ Hợi
20558	3 tháng 10
68899	Chính phủ Cách mạng lâm thời Việt Nam Dân chủ Cộng hòa
530948	1366
9eedc8ebbc1327213ad0725b16260994	Ian Trethowan
5a99e7e14b6470efa55a3c2d7c6e65f7	APEC Malaysia 1998
2413602	Các chiến dịch bắc phạt thời Đông Tấn
529916	1251
24013	Giá trị tuyệt đối
11105936	Hệ tam phân
78736	Hoàng Trung
1b022e7ae9fefdc22974c2d63a87cb36	Derek Fung Ping Bor
540926	60
3658716	Pinklao
46f6b98ce0e1d05d5c922daa904ba9e3	Kíp điện
3554f4799f78b792c397f2606693a120	André Derain
97905c2a338dc0fe0b48538e32873e87	Amiens SC
205298029aae4eb28ef42a28cf816c1b	Peroz III
abb9e2a5d68e5e99601025942946cf61	Bùi Vũ
17899	Brom
392238	1868
1613300	NBC
1406dad51b322f589da21c9cdd536936	Balenciaga
f9cf87791d7a17c190bfb09ba9fef6c8	Bản tuyên bố long trọng về Liên minh châu Âu
aec634338256c51eae33cc38cd499e08	Hodori
7da8276fc0b125553efb5f6fec161657	Beethoven Monument, Bonn
c43de6e23b935c3d2ad927da06b12267	John Soane
cafd789accc209da605a9aea5eb2c990	ASEC Mimosas
3214575	Dê barbary
530552	980
36439	Georgia
234568	Johannes Fibiger
531980	Mã Tân Di
769396	Biệt điện Trần Lệ Xuân
d97607dfc24925822847ef45c5d2bd46	Hắc hà
87355	Chiến tranh Afghanistan (1978–1992)
923516	Talmud
578323	Thập niên 1590
85817	Sinh đồ
6d640b4e5a2df14b881d3621400cdd0f	Timiş
af0ef897018fcee61863a134cbb19bc2	Michigan Territory
12754eede53303dd374d5165b00820dc	Các cuộc phản đối Poznań năm 1956
f45a815e7159ea5844d8c8d25264188d	Tiền Sơn.
d8929068f239cc2984d214ec4717cc5f	Combo
399750	Hoàng Thái Cực
63722	1985
392245	1874
d4ee50a8c6067faab71a9c3ca82c479b	Cassone
3275283	Tướng nhà Đinh
cc94c2f1d050ae7871662741e31d6db6	Hiến pháp Anh
1279549	Thập niên 150
492161	Chiến tranh Tây Nam (định hướng)
392240	1869
934a2eec1d77e7ed03fdd6f711581f1d	Baul
139433	Franklin Pierce
b3c7d7321c3bd258a2f478a16e40647f	Cung điện Hoàng gia Turin
529988	1206
813932	Alfred Kastler
55fcab2c93588143d4c79dd17dd16e00	Nathan Boone
94348	Ngân sách quốc phòng các nước
20629	9 tháng 11
2418998	Trạng nguyên Việt Nam
9988f639d7f0738cae09e88124ab11de	Thể loại:Kiến trúc thập kỷ 1740
49103	Đài Loan
530560	971
799241	Juana Galán
530542	987
819455	Annaba
574694	Đế quốc Benin
855a27be7d878ad4e908e1b4b4c23eb4	Thể loại:Kiến trúc thập kỷ 1750
531756	504
2ebf8acaac6e6bd18c1028756d29ac10	Cornet (cấp bậc quân sự)
782796	Avitus
820167	Brockton, Massachusetts
1fbb43f32115f1b4d0b7006e1eadabc8	Cuộc nổi dậy Ấn Độ năm 1857
7aa87f9257b4f3caeafdcec51decf49d	Andy Grant's Pluck
2431766	.ਭਾਰਤ
531165	704
7d739c5c8805fcd7c828be33a2c9ae37	Fravashi
3389210	George IV của Anh
03192d55f59c2d91d158c97294ec99e1	Sự phát sinh bào tử
8f630a747ba3295de752d59e06806759	Captains of the Clouds
37624	Thủ đô Việt Nam
53820	Franz Liszt
68900	Chính phủ Liên hiệp Lâm thời Việt Nam Dân chủ Cộng hòa
07ebe05b269423aff7613717d0cd862e	Amnistia.net
8216d76acfdd2b2cc46d6980145e517d	Carles Gil
4669	Bắc Ninh
d270a1743d8b82ac0b0a808b71674c51	1840s in Western fashion
1466520	Lưu Tống Thuận Đế
105533	Antoine de Saint-Exupéry
186342	John Newton
1e6a78a9a7f22fd106e18aa4ac1d0d14	Chōhō (era)
1737875	MiG Skat
16356	Động lực học
88623	Mikhail Iosifovich Gurevich
4477a1840fe7051064e95b84f7944aeb	Dickinson W. Richards
301851	Liên minh châu Phi
a68c5e519d63af551e9f6a1102357ac1	Dan Gosling
e0b92715c7d0f8480ce5a95a3ca7486f	Bính âm thông dụng
107939	1956
27738	Peru
139317	Ulysses Simpson Grant
58018	Nam Phong tạp chí
232864	Hoành Sơn, Du Lâm
a29868e93185d27b535c9610d3fb7b21	Lincoln Laboratory's Experimental Test Site
2456007	Hậu Đường Phế Đế
641175	Henry David Thoreau
6c901eb42f7bdbda9954b201eb0e86b6	Da trắng thượng đẳng
76bbd73fbb6f26e9d38785e29eb91156	Amesha Spentas
99273	Bán đảo
529998	1216
3349454	2058
3389838	Henry III của Anh
9450d934414dc32aa7369cf32e8c48af	USS Philadelphia (1799)
d9aa37a76611d61fec935f7a2cbb6d5a	Isla de Alborán
1400484	Bengal
285004	Björn Borg
9797	Chiến tranh Bảy Năm
3546452	Thiên hoàng Go-Komatsu
12646	Đập Tam Hiệp
564858	Bến Thủy
53769	Thể loại:Sinh thập kỷ 1750
02928fd5e09f143ad1e89fd3d483a7a4	Manji (era)
025ea5e9fc9895b88404be56519de7d9	Ama Pui
391961	1806
6780	Nhà Hồ
c04c016f49bec7b1e7747522f9c81d75	Comptes rendus
c7517e9151983ee9e60ccb34fef0c7f6	Neolamprologus cylindricus
f447c9ee8c7820a9c2363bd363ecb439	Buddharupa
20411	20 tháng 7
529155	1516
83656	Châu Thành, Tây Ninh
3213602	Bangkok
2361283	Tên Nôm
2968bdef4f100261b367ed4b8010670e	Di truyền học tế bào
66841	Diễn Châu
ba724abff1c570ac7de8480baae8782e	Brest
61445	Cairo
546236	Giáp (Thiên can)
3e701a3dbb001eab6c3f3d9392d90bc6	1000 TCN
114151	Nghiêm Hoản
29685	Miền Bắc (Việt Nam)
3304175	Antisthenes
20097	19 tháng 1
88152	Bắc Âu
878696da422bdfa3ec87e9f159f3f581	Tiến sĩ Triết học
109778	AOL
818359	Derry
3231555	John của Anh
820500	Chủ nghĩa Stalin
54571	Hợp xướng
367d7ce07b1a6b9d5525e3d7f8cad51d	Dalhousie University
21d8324cd4987ae88ff463ee04eba089	Thiên niên kỷ 0
18ff74406de69c86dadc0aec3950ddad	Biển Hải Tiến
12430660	Bông
69976	Bremen
5fcb54fb24e1eae6220159bae3dbdcec	Các quan sát thiên văn
1804c967548b7a3dba45474097c7ce96	Alfred Dent
102502	Danh sách sân bay
242226	Richard I của Anh
3670926	Ashikaga Yoshizumi
c61e3d6bb830bd81107fa423325dd921	Huấn luyện và phát triển
732279	Hội đồng Hợp tác Vùng Vịnh
20461	14 tháng 8
7884864012961e70eac9f37f5ce0202b	Herbert Morrison
86033	Nhà văn
119521	James Knox Polk
87030	Cách mạng công nghiệp lần thứ hai
68687c1a25bcb787db654ae2103f11a4	Đội nhạc Hoàng gia Nga
1251176	Ngũ Phúc, Kim Thành
820794	Bedfordshire
4fbe4d081237b5e6b6ca47944f4c561e	Bas Dost
199323	Jammu và Kashmir
0fc170ecbb8ff1afb2c6de48ea5343e7	2800
63129	Shōgun
542598	Dịch hạch
333735	Beaumont-de-Lomagne
aed145aa99f1bbae2077287a463dd0f7	Thể loại:Thành lập thập kỷ 100 TCN
189571	Nam Sumatra
235629	Lê Duy Ninh
8aa6761cedef583d038408a08d250053	Chùa Thanh Hà
144e712a2b9655cfd696aa03f10185a4	Danh sách quân chủ Serbia
