7c9440e10716d369554c9e59f2f76479	Språkrådet
e0ced370a45acb1afe5feeb94c08e7da	Jackson Rathbone
e3b2cfd6ff09346ae01c4fe69b3ba6f8	Các quốc gia mắc nợ nặng nề
867582	Aqaba
f260ab764cdf2377a2d91b270b0a0d79	Tu chính án XI Hiến pháp Hoa Kỳ
ae94e27c45056e9f79cf293c3e3354a3	Local loop
fba08b0e14edde1c3f7b34f722f3f8cf	Rashidun
fe1b40fe4b3bd2f8bc488058b084e9a9	Kiwitea Street
a12eafc1c596ab6537166b3010387c2b	Dmitry Mikhaylovich
3709768	Anders Arborelius
3abc62b510a07e6c8319f369440dc51c	Nghệ thuật của Lưỡng Hà
9088670	Bộ Công thương (Việt Nam)
3361025	217 (số)
51a57ed952e6f7198d5a25ab0afccf7a	ISO/IEC 10967
19451	Bia (đồ uống)
635155	Trận Dürenstein
60769	Hướng Nam
b58d81302c53e1ce720b1bb9c87f8ad2	Epictetus
c979328701de275ef9a7b9490cdbf03d	Heart and Soul (nhạc phẩm của Kenny G)
3d27c77d0e43a66a4f4ff836709fc8c6	Decimus Junius Brutus Albinus
409770	Tuyên truyền
a096c91d52754f4cf3fcbd6e5c6f0154	Barce
3be1b244659d13621670cc4aefb87597	Chu trình cacbon-nitơ-oxy
1712abb4ec5d1c267ce85682448b4619	Trung hoa Dân quốc
52878	Nguyễn Giản Tông
8fe08383c78a04196222395bfb44f471	Hiệu ứng âm
120660	Grazia Deledda
546505	Tân Bình, Tam Điệp
428708b4a902ccac0b5f7e7e38233f5c	Bản đồ thay đổi thế giới
530276	1011
03030cb33a676ecbd43f0119162f23a1	Comte
56f04c7f50eabf58b198159d1c3ba79c	Thể loại:Sinh năm 1888
6615a5b3f00f24b0474199e4f65296d3	Chí Thiện thiền sư
0ee8b0a4c2dae903b80b0c31f638c4ef	Atyrau Samara
313074	Palise
f03979ebd1c7a1c816b48efb07f11fc7	Canton, Massachusetts
40517cc980acf73e6cf098ae53928657	Danh sách máy bay dân dụng cỡ lớn địa phương
304ce2c3521fb00681224eeb56c737ca	Peitho
1445680	Thể loại:Mất thập kỷ 770
09234a5d64086c64836fcae919d27c99	Christian Alexander Mowatt
cc1a51922afd4de4125770ce6dfe6b3f	Danh sách các thành phố ở Iowa
196335	Máy bay huấn luyện
541417	62 TCN
1a532e3ea4ae1bd39e0cef8e7a05eb80	Sách:Mùa bão Tây Bắc Thái Bình Dương 2015
0c8e681839ec6cb84054a60156638bac	Bụi liên sao
787290	Người Séc
14148	Bát-nhã-ba-la-mật-đa kinh
60c7f9a3299ab6dfdbb6be3be9d20d43	Hiện tượng học
a3f10bc96c13fd3a1d655d123950beec	Bắc Devon
1468544	Trung Ý
27570	Biến cố Phật giáo, 1963
cb6240a60c2222e4d065896f8b3f1d2a	Bầu khối
cf162e1920be760e7ebf43dc444e2494	Nguyễn Q.Thắng
145228707e679989db900818f1154f27	Belly
70920	Burgenland
805859	Pekalongan
1e8815662c5c17b81444366c40d01d7f	Phản Thanh phục Minh
6c1e03455e61b90c791d1064a4680235	Không gian Ơclít
2272127	Nước chư hầu
ebd2868a97704610b6a6aa78d1895c7b	Cái dù
19858	Dặm vuông
3232056	Warner Music Group
3349636	2198
236688	Chiến dịch hồ Khasan
97726	Kinh Dương Vương
568777	Aberdeen, Washington
123717	Lời chúc rượu
78155	Ngô Thanh Vân
529889	1226
230706	Cam Châu
c2883eb828d4f61391405d8dcc9b57cf	Phó Tổng thống
3211390	Anode
7e6b5a1d13fe8baaf4a76d9efb91d6f5	Alfred Mombert
f0c5920c7896dc253deb0e6834eb8ae4	Soest, Netherlands
8f93956144929f8f98573e49106f919f	Đấu súng
578319	Thập niên 1630
a49a445950a58e7109f9f2fb96c57751	Bản Kéo
02eed4e7b7faca129b535f6cef345ed8	Arthur Rosenfeld
0d99374c45eef2c814f338d6911ad1a4	Cách mạng cộng sản
d8be2c73021ea0feeb2a165132e7d2fd	Ptolemais, Cyrenaica
188afd798be3add7aef71e3eaa5ef925	A Ba Thái
3fb4d43bfd42fd69a4a1dbe46a9c4994	Giải Quả cầu vàng cho nữ diễn viên minisêri hoặc phim truyền hình xuất sắc nhất
525880	Người Ả Rập
8d74d5c3bcfde07a22be3fad6e1378af	Bão xoáy
0d77f29f57b330b14ae1fdd7b9e8c5e1	Alain Belda
200142	Therese của Sachsen-Hildburghausen
631f207961c9c33dbaf762a62126da71	San Francisco Chronicle
49913	161 (số)
2261179	Alexander R. Todd, Nam tước Todd
bbd3fe6e243cee25c350fec4e6da897b	Lịch Darius
183679	Nguyễn Đình Phúc
3272905	Buso Renkin
806252	HMS Victory
799140	Thuyết mạt thế
1e1148d76f68f674037fc5817534237f	Hệ thống phòng thủ
edec5db557eb325f255e70ff4ab5a1cf	Ball dress
52ae76f5f018a83665eae62ac2f62623	Liên bang Balkan
190760	DjVu
ef75c8f426d4f776c3b3ef75958d17e1	Tập tin:Gustav Klimt 024.jpg
2461257	John Dollond
2443336	Tổng Bí thư Đảng Cộng sản Liên Xô
5421a1b514bc205ca01f2b035e9147a2	Hoplochelys
540906	42
94db2495f9f22d3f4020aad8a413deb6	Gateway Region
20228	30 tháng 3
453bff6ab7dfdcd36ac769928743da4a	Jabal Umm ad Dami
3268376	Andrew Lloyd Webber
7ca0ec5d6cc5df550ca63daad02bbcaf	Christopher Lee (historian)
f81614c33cb552bfd83ff264c3e2069e	Nguyễn Đình Viện
531873	488
3191158	Crazy in Love (bài hát của Beyoncé Knowles)
356920	AGM-84 Harpoon
359721	Somain, Nord
91439	Tháp Baiyoke II
85fda615e67df022258f818bfd1d4c77	Kinzau-Mvuete
92358	Quân Tây Sơn
3216276	Bộ quần áo mới của hoàng đế
1362dc9e0156f2e6385be4f021ab61a9	Hemivertebrae
c66a091ea47a55618c6199eb7016f1a4	Order of St. Anne
6b39c596f90ed40c90524ed028664400	Danh sách máy bay quân sự của Liên Xô và CIS
c53f6a7cec2f7f5f09f37fd7714be335	Constantine III của Scotland
50105	Khủng hoảng tài chính châu Á 1997
302cd4a11235d123ea6e16afb01dd3e7	Chu Đại Điển
629169	Fall Again
1323138	Delvinë (huyện)
4a0176c7adf8697c88beb3dc7b0e5c57	Obaidullah Akhund
a29f406867e1acbda958fbfcfac290aa	Bpm
60625d5ab6f15e2bd63f3009cb5976ad	Trống máy
3392231	Theodora (thế kỷ 11)
527089	Quốc gia có chủ quyền
ccfc3db53b435973ecccb21c15a6afc6	Chu Da Phụ Quốc
209797	Rama IV
86128	Danh sách động cơ máy bay
22d3441526466acda388750d8e247311	Fantasy fiction
387775	George Akerlof
3fad9a86b40dd53d783bab5c0c1e942f	Chasseloup Laubat
203101	Thập niên 1950
9bab791d2301d469dde42fbb89dc7093	Olivier Rouyer
9d5355a71715bfd6361e48a5e69427cd	ATP Forest Hills
803e68c0051b93e09bc50f1d36aa57da	Nam Xe Kaman River
1e1ea9add44b4877c95eddcd475521d7	A Hoàn Đô Ngoã Đệ Trát Bố
bfa0f356607fe09549ba61d66e273348	Phóng viên tự do
3672298	Dương Quân
8459	Acgumen của cận điểm
2c7fdc760191f1370b1f882a18548bf2	Bruce Laingen
3518917	Quốc Dân Đảng Trung Quốc
1469085	Weser
230643	Bergen
732500	Gia Lập, Gia Viễn
321887	Liên bang Tây Ấn
ef6ecfd6f7f3a4e4f9ced36647f3d10a	Abakan Avia
35252	Nhà Tây Sơn
4f78418ce8332518b2626fc4c96c5ff8	Công ty Nissing Flour Milling
78289c2eb8616422f855fbf35b4ec6c3	Dự án Âm nhạc Nietzsche
56fbbf49d38f7054b5c90463c91283b6	Granville Ryrie
8ea810223907be5e89d35eff538819d3	Danh sách sân bay theo mã ICAO: L
530283	999
98c3f55f85b2b7587382447251beac67	Viện lập pháp tiểu bang Hoa Kỳ
4d68dbde2d07f0ace7d8f9126f59dc20	CINCPAC
258560	Bingöl (tỉnh)
746ae833d1f89744e3d13a8308da33f8	Junichiro Tanizaki
de1d6843b5057200a912a76c1c0cb75d	Numéro
80d333f42c1aa77d588473c6a4d6d0b7	Wendy Finerman Productions
befc2f647fd251e8a5fad77c91d9097f	Carronade
806103	Danh sách các đơn vị hành chính Quảng Tây
1746371	Alessandro Scarlatti
847a2fc491e7d8093363e9e63648e1d7	Air Marshall Islands
56232	Nguyễn Duy Trinh
b7f62e077a6c24a3cabb8c4495b8448f	Edo (dân tộc)
222194e9c4a4f9f42b44c72d7cc0c680	Nehemiah
20271	10 tháng 5
3702604	Thượng toạ
7504638	Hoa Âm
11e2471c87bc9ffefa48b88fd920b909	Bộc Tán Trung Nghĩa
ac6b607e0634aaf2f7b9a2f86b68cc4d	Danh sách các vật thể bay gần quỹ đaọ Sao Kim
1445790	Thể loại:Sinh thập kỷ 610
968777	Khí tượng
3ac6d3218868171ad592ba79f4dff72f	Chu Anh
30022	Chính phủ Liên hiệp Kháng chiến Việt Nam Dân chủ Cộng hòa
530142	1100
120804	Jean-Paul Sartre
351044d48bae9425fe9298d77dc10f93	Bóng đá tại Thế vận hội Mùa hè 1960
f6e6701cc86f9cda747b654b08c9e864	110 film
2363ebcdd984055673d08534c5c250c8	Sociology
44ae84ac6f9f51884394fa53566c03ab	Sông Sill
11815713	Albert, Hoàng phu
7429ba92fdf87965a1db4553792907e8	Somontano de Barbastro
12468	Tiếng Bồ Đào Nha
4d58fd40869d5e2b44fa9a0ae8eaa82b	Người Khaka
d2379742190e06019d9e40a4f764e55c	Joan Copeland
772589f9b17dfcaf82cd053243cdc43f	U16 Anh
820294b615212c639abbd9ffe496dc58	Edmund Roberts (diplomat)
062a63514c4d87ed09f5939b842b7652	1991 Formula One season
50011	Chương trình tàu con thoi
1869bc164e89cc52b3dfe4fb59aeac7c	Akihito Komatsu
28ac8d9acd56a8d3812c0599bddcf692	Bộ dáng
2262079	Pháp luật Việt Nam thời Trần
1953369	Công nghị Constantinopolis (1872)
530537	994
8268	UPC-E
86815701d96d58fba1fe88ea6bb500db	Mogusi
562168	Liên Hà, Đông Anh
419090	Tập đóng
139429	Viễn thị
377130	Genk
530524	1508
6748	Nam Chiếu
1589427	Ai Cập học
3102e927b0c195980f3f7873827cef63	Bờ biển Oscar II
539b2133e1ad08d97c178debd65d2451	Bettingen
bb52d38ebde276f2421900a267c92dbd	Maria Amalia của Saxony
34439	A-Lịch-Sơn Đắc-Lộ
290841	Boulieu-lès-Annonay
3139250	Bernardino Rivadavia
39085	Người bất đồng chính kiến
c3787f59293ae18b79d5c9cd20bdb97e	Chủ nghĩa duy tâm thực tế
1778177a1e37920d1a4c710f32686255	Henrietta Anne Stuart
a1a4789c7ba62d1d121b5c02340aa12b	Cúp C1 châu Âu 1972-73
504193	Essen
116736	Bob Dylan
20697	22 tháng 12
18578ebdbd5bffffea10b65cf14f6639	Tenji (era)
daf54cd31505701db812dd07faf06e4f	Bartôlômêô
35d7193a71d386c491f5727eaf42900a	Thể loại:Phá hủy thập kỷ 1580
e858bff701e3b6c55e28181fff6fd4d0	Charles André Boulle
f575c060c6cedabe779cdd5de75791d3	Deep time
2611769	Henry A. Wallace
78980	Vũ khí sinh học
280b4e08fbe5ec8552229a22b0957c0c	Đại học Timişoara
531304	659
04c945125de979ac3d868c5cc3595774	Cá sấu Trung Quốc
b760f6c3876c44b588b86158bc7685fa	Chiến dịch Donnerkeil
b43d73e8b843321be51acaee2a6d890b	Chính trị Afghanistan
530129	1129
652948d617507d41f00f3dfaec2ffba9	Invariable plane
2435167	John Calvin
4bfe665087711d039108701052aea51a	Erfurt đầu hàng
541391	37 TCN
71350	Besançon
a212dbfbfbbf476b2aed4469f20a5f81	Battle of Shipu
3275	Sông Cửu Long
79f3d147950555605dbe554e3d539afe	Cân bằng tĩnh
8bef757d4b6528b18c17b3f0334aa11c	Philadelphie
540707	219
2cc139a846bc860a10e3b178ae345c61	Bồ Đào Nha trong Chiến tranh thế giới thứ nhất
299560	Chiến tranh Kosovo
df68771858ec32339055585910da3e72	Tsybin
2327996	1Q84
22253	Đất bùn
1765780	An ninh quốc gia
0ef55097a687b91411bbcc87e19cda12	Kinh tế Cát Lâm
5d8117707e7c283e5b2ade17bae6f347	Einmánuður
406984	Auxonne
193787	American Idol
404662	Duingen
57c384ef3aa03c0766598a063a5c7830	Bom phá
7d7b83792de45af9eaf1cd2a1aba534a	Inoue Kaoru
9c4053368010da1f8bd9be4b504bc7ef	Lê Mậu Hãn
4018fa613c3485ee29a6ca07e8644976	Galena Rhoades
2e31bac3808b0b6123f46026901292b4	Helohyidae
a4df4754bfe9e4f06a458bc660126662	4 Tháng 3
a2bfe5da4824557e83c4fdb3808f5c0c	Nguyễn Thị Ngọc Viên
3209270	Chiến tranh Kim-Tống (1162-1164)
573022	Fuchū, Hiroshima
125777	Castres, Tarn
24010	Bảng tuần hoàn các nguyên tố hóa học
72eadb0fac1fd32d4091386c2c7261b3	Berezina
d4129addd199f484cb6c4a33eeba3364	Shabestan
72444fb6d806864d6c36b37b04e52faa	Chuyến bay ở quỹ đạo thấp
4df6d3feb8f609d350692c6b6176e30f	Flag of Mississippi
262489	Cremosano
c8ff7dfc3ab888a9e0dccf0070e77225	Philippe Richert
29758	Miền Trung (Việt Nam)
203230	Trần Văn Thành
530090	1134
347950	Các hiệp ước Roma
4e2b0e9836f316f8f5a2e4489990caea	Abdel Ghani el-Gammasy
53166	Cristiano Ronaldo
3337492	Syria (khu vực)
1740202	Airco DH.3
f1de573eeaa599ce95d92ceac7f716fe	Dambyn Chagdarjav
30807	Gió Mặt Trời
43c977261d31f4306aab977687f962cc	Adam Przeworski
ca3036ac053a60e889eaac5220891953	Charles Orlando, Thái tử nước France
ed70184022a4c913b31f7debc5983890	Thể loại:Phá hủy thập kỷ 1080
83eadfbf37a9d43a3b56dbf52be4db8d	Họa tiết
115870	Becquerel
e3b788410d9a9dd91be76ff6820d117f	Chủ thuyết Sufi
499488	Majuro
8b4e134040f61da0467e05dcad0184a1	Abraham (định hướng)
a2a6ab9212b747a84c0bda60990e66ee	A-003
0dcfcfea3ae901f903a2dbbda8e2fc8e	Nội các Joseph Paul-Boncour
15713	Chương Mỹ
286900	Khalip
af93e0003c56f2fabb85cc1862e30da6	Hồi quốc Mataram
22f8ac2527c31380cf2eaa056e3213af	Hệ thống Thông tin Địa danh
3143825	Cây thường xanh
557e8c82712290df20db528243e7eecf	Bibliothèque des Écoles françaises d'Athènes et de Rome
405242	Thônex
55ff1b5fde0306b415e5c75473b10349	Guy N'dy Assembé
978de4c9b3c5131e30fef958c7563a0b	Dhu al-Hijjah
874e5e2fe558776f0a9f92ce7af65e8e	Old-time music
91865	Nguyễn Phúc Tần
63dadfba4b7716ef4ca0e082531fd8d8	Charis Mavrias
26586	Nguyễn Hiến Lê
22499d3f4300e35fb9a2e69b517a7fdb	Charles III của Navarre
fc41efec244fe6540e3134c67d4eddad	Arkadiusz Milik
267cb0192c64565de3e0e3919fef2a16	Chữ số Maya
32d72d0d849d26af4d8298677754ffe9	Robert Picardo
8584ac772560f1905fe424f226b65cf2	General American
30256	Địa Trung Hải
24330	Lê Khả Phiêu
0ea170945e3c6829e0e35f4b2709ac89	Edmund II của Anh
738550498b264f7032f624fb11c7b6ba	Henri de Massue, Marquis de Ruvigny, 1 Viscount Galway
537ad80717120d3faf8df9a326980c8a	Cesium azide
f52e6ae262f719e4d0549353d4afe143	Malatesta Ungaro
277063	Baltanás
c7edf9602f97fdf86c403095f7be4355	Iraq War
203117	Hòa (huyện)
529952	1287
31dd17cc6044d20f363540b12a695fd6	Oiyl
529967	1298
2223291	Elettaria cardamomum
268469	Riposto
ddb755f347679e20ba8dda910a694943	Chrom
5203200e1a5094332173688bccc315fd	Campaign for Nuclear Disarmament
7547480	Vật lý hạt thiên văn
7e6d11dd9dbeef53c1cb3cb896bce476	Density
578358	Thập niên 1340
1b5e103832342741eae1f3be3f7906fd	Budweiser
04df8ef6068cfdc1d4ef18dacee859e0	Chinese Marxist Philosophy
5d9d44e65bad89927045ac5d78913ce5	Bảo tàng Lịch sử Hồng Kông
206cb2b9c20e0c8e74154d9c83b9c43d	Bộ trưởng Không bộ Anh
531286	678
7a2c982142fa0503dead58bf36e9a577	Anna Girò
31370	Gia tộc Habsburg
b4aa4acfe609df1c25a0f977ce529898	Dale Jennings (footballer)
777ec5d0ca0339f1b63ab42c530c29ce	Đường Kiểm soát Thực tế
519113	Quan Thiên Bồi
020ef940a521ea81c7b7c054633ddad3	Irish House of Lords
556079	Oryol
a125f31432d2c9398eefb1ad76227723	Cẩn Đức điện
1684037	Ngày Bác Hồ ra đi tìm đường cứu nước
470788095acc23a0419b623be0201390	Mắt đơn
103452	Aleksandr Mikhaylovich Vasilevskiy
13324	Mỹ học
3544696f19bb569c307a2a22f0b6a12c	Lê Ngọc Bửu (Thiếu tá, Quân lực VNCH)
0f62e6b56fd3172f54712f2c21c65f4d	Tengyō
5914f02c14a3c34848648d777ffb4519	Assise
982178	Gongju
1244820	Hưng Thắng
541420	65 TCN
3fb8a8a323622df7c833d64bb0072930	Clifford A. Pickover
260681	An Hòa, Biên Hòa
3709216	Sơn ta
305191	Chaos (thần thoại)
7aaa49af9e436f37cb80acf34f6cddbc	Đại học Padua
3372138	360 (số)
530881	878
692e78adaa482701c0d6bdca47fd0a99	Thể loại:Thành lập thập kỷ 90 TCN
3186820	Plesiosauroidea
4bb7819857ea26c2888bda85e76a5e4e	Chu Văn Chính
d809ba17ca63b239d24b8eaf4bacd687	Bồn địa Gyeongsang
c28c60757ad781783dc6b35a3ba4bc9b	Berner Oberland
233704	Thích Phổ Tuệ
1a4e4bb820dfd8b8ed81b831a6f0f79c	Nhân bào
240628	Không Đồng
981ff749853e996fe5d3b36f48ae3720	Nhà máy thủy điện Irkutsk
541588	149 TCN
3306481	Sông Đông
1d339e9b8609d602bfd767611ce16e8e	Chiêu Từ Hoàng thái hậu
140062	Ieng Thirith
1242151	An Đồng, Quỳnh Phụ
bac191abff74ee955859fd1fd8e5d92d	Nguyễn Nạp Hòa
541107	8 TCN
53afd7ef730a8ac2d28c74aec689d96e	Núi Đồn
540876	86
210616	Thiên Khải Đế
d302ef224987bc9a6f8fe825800a4054	Action theory (philosophy)
107809	1901
5f2e44af1acd90a68a60f15f19068407	Chiều rộng
232674	Accra
8e9b21ca1f0378258bb30c2cdaca8493	Heinrich von Trietschke
3114125	Chủ tịch Cộng hòa Nhân dân Trung Hoa
565230	Chuối Xanh
1747535	Chiếm đóng quần đảo Kuril
e0a562f1a6599b320a5de365dc138499	CE Mataró
13a054ec64c39bad9427c45e32507d4c	Công ty đặc ước
546227	Mùi (Địa chi)
1249544	Buyanggu
e1bf32c33f5f211e4a4bdff15c2661e8	Johann August Ernesti
f141816e478785bbbe5f923c0234a1f6	Danh sách giải thưởng và đề cử của 2NE1
540986	267
f17981c3f4460f7dadc52ca03d15f12d	Bernard Brooks' Adventures
421631	Khu bảo tồn thiên nhiên
1329260	Nho giáo Việt Nam
4fb1641503aa855ae6b5d8ef77356a9f	99 (phim 1918)
59583	Tăng trưởng rừng
2e4bc03af3d2a09fc30eec8bced15115	C. D. Broad
39158	Ám sát
b163d4a470cb3a6fd98428fd16591a5d	Agrippina Trẻ
544311	Lewis Henry Morgan
de2d7aa58ae33044cb3772138a37a35e	Trận Cartagena (1758)
307950	Bắc Lương
433867	Ma trận Hesse
46829	Hán thư
3279611	Li-Fi
1739279	Gió đông năm ấy
be4b1aa6ed8fa88898bf116e071081c7	Thể loại:Kiến trúc thập kỷ 1730
2e2171b4426218c9698255d250a28c72	1968 Democratic National Convention
125282	Ước số chung lớn nhất
264208	Danh sách đô thị ở Asturias
3393cd8694d4e50afaee81793c1615b6	Bushley
168814a3eea4bb1c7a3329d508206840	Frederick IV của Napoli
408660	Triệu Ai Vương
106599	Lao động
f67cdefa2809fd2762a8267bc16b3cf4	Giới thiệu thuyết tương đối hẹp
5a9f93603d2dc0b295114cae19af370f	Cao Long Chi
3200595	Trường Hạ sĩ quan Quân lực Việt Nam Cộng hòa
8a005a990b40f15cd206d750ee0576f2	Artemisia Gentileschi
c512bdbc9bc915f3840f282fd89d9635	Olga Khokhlova
11966280	Hòa An (huyện cũ)
6ad38aabe889a66f5f95c320f8b0bce0	ISO 3166-2:KH
3662476	Chula Chakrabongse
405007	Lancy
f07fd5c1013a1fdaa4a56f4cef12b539	Giỏi nhệch
e2cff529139dd303b617b28953d04249	Berber
1102476	Chủ nghĩa duy vật lịch sử
8a4ea6a7bbbd996754ddb7840e5cf76a	Hoshina Masanao
091dbe9f4a0347718041aed5675056d0	Ngôn ngữ tại Áo
530036	1184
7780e752eca50e81daa056dd07be72a9	Detmold (vùng)
1252140	Quỳnh Thọ, Quỳnh Phụ
71ae1c2284371b5a189bae5c9892bcb7	Joseph and the Amazing Technicolor Dreamcoat
29821	Bờ Biển Ngà
633dd95ac9f8741f242193669538ba46	Chuyển chú
6ab6fd853176a98f67a54e00ad132d70	Borussia Park
65045	Nguyễn Xiển
229547	Apasra Hongsakula
9f9a343d4d1aa40782a8acae95751eca	25 March
35985	ATK
185226	Danh sách các quốc gia theo GDP (danh nghĩa) bình quân đầu người
36304	Lịch sử thế giới
16511	Nguyễn Cao Kỳ Duyên
146802	Graham Martin
bce3b24dd527aa4ed1bc2ee3c764a84f	Danh sách sân bay theo mã IATA: M
ecbefc43f6d64d98bdba6776b19b6a8a	E-470
2279424	Cantigas de Santa Maria
995b6d55ef24232508aadc97b5717e5a	Asinara
570080	Hoàng đàn
640885	Antoigny
219190	Dư Diêu
246371	Hệ thống đầu phiếu
8349	Hoàng Văn Thái
6c2adbeb2c702b11e09ab2efc0a88083	Gangyō
29886	Ai Cập cổ đại
acb1035d485528965b6e69cc55e1157e	Kutaisy
530448	1472
cee30fcf1d53f31a90a906d47b896fc7	Antigonos Doson
3634084	Tiếng Arpitan
1439662	Bắc Ngụy Hiến Văn Đế
127170	Lê Văn Hiếu
b1ce2495707af209c234fbfee348cf9b	Jharkand
541020	612
59688	Nguyễn Hữu Chỉnh
7e4740e9cdf02cebb1ceb9a855d020f7	Elias Howe
819947	Consolidated Vultee XP-81
58fcf68da3c57c66dc6856c55e69abe4	Celia de Wolff
5c458943c413726164423869ae6d60a6	Franz Joseph Emil Fischer
44ef50eac374f25879b38cde7dfcc6fe	Dương Thịnh
151341	Hồi ký
793615	Hạ Bạt Thắng
2b44ce0a6eac5f2d093ea398bc462e44	Ask the StoryBots
4997	Nhà Nguyễn
42505	Tôn Đức Thắng
189596	Chí Đan
0c2cc65be3576a715aa36b3d6f3dd98f	PLoS ONE
1dc031ed636ab6fda3ed281be915d801	Binh đoàn 70
330631	Bảo tàng Ermitazh
a4b1b1edb96b703bab3299cf4d07f374	Du Hồng Quân
794466	Giáo dục khoa cử thời Hồ
3639512	Blantyre
21f4447d6d03748e1705433e298a2e85	Hiến pháp Úc
3180214	Beji Caid Essebsi
0278c041b9101976040b367e21021f20	Portland, Michigan
12099394	Emerson Palmieri
e982240ffdc1102f748caa0ac55d02da	Freiburg (vùng hành chính)
7a17cb47b1ac3e2f7f24afcc77d04ec1	Bartolomeo Columbus
38317	Costa Rica
95923	Aragon
03b8e42b6f37532ead224d888795fa7f	Quốc tử bác sĩ
c589fdcd1666519bb654e9cce0d68e44	Công tước xứ Glücksburg
589948	Giờ chuẩn Trung Âu
40fadbf7af910fa7e45f607fd71c2acf	Chiến dịch Đông Phi (Chiến tranh thế giới thứ nhất)
65e6c3cb73069797a03ca7cd53551eed	Archduke Johann của Áo
409860	Georges Clemenceau
12f41e77eac6c9eb57ee0b0f3143e37b	Rearview Mirror An American Musical Journey
8a1144d4eb9580905db78052c26ddbdf	Người Catalunya Alghero
694d45a67c67fe05efe0fdc72bcd8cda	2 euro
550327	Yaroslavl
33626	Kiếm
31743	Cứu rỗi
974018	Lê Hựu Hà
62a4eac3281c4f5e22623e02988bf7cd	Hứa Văn Giới
409920	Từ đồng nghĩa
df56e4c372390912c7781cd0943e4b00	Danh sách các siêu lục địa
570856	Accept
246007	Archaea
b98bace88ccb4dde81567f1676801681	Cộng hòa Sơn khu Bắc Kavkaz
fe5712177be4899560949f455a9030ca	Cách chủ ngữ
c0fde3887fbc5bdd17b33d76dad1ed36	Nikolai Berzarin
138ae1615511af3c66c45a53ba9ce060	Hội đồng quốc gia Westminster
3431739	Alibaba Group
636ef4edda20267eca15a6eb7d68327b	Amanullah Khan (disambiguation)
119930	Giới (sinh học)
529600	1567
3192137	Quận 1, thành phố Hồ Chí Minh
291340	Tuyến yên
24d5e5c8381cfce632ad4436f5f1a057	Nhà hàng hải
821420	Tỉnh Latina
812719	Bayan Obo
541583	144 TCN
96d20bff164736a959d83cb0429af69f	Altocumulus undulatus
29109df7ffd62b01225aecd3fce7c587	Kathleen Lonsdale
1244642	Hoành Sơn, Kinh Môn
32852	Che Guevara
c7a7e58e52d86fc8cb68e6581b2b3850	Bán kính suất cong
73de874c6bc1ebdc55992b9086477129	The Physics Teacher
0b81f512e2fcaadb03547e5b65a16ca5	Caudron C.109
3207629	Thanh Tẩy
392231	1865
1728483	Albatros D.II
135216	Thanh Liêm
126005	ISO 3166-1 alpha-2
3683264	Bệnh Creutzfeldt-Jakob
2458590	Mr.Mr. (bài hát)
fcc90abbbfb0371be5ee4748753c5564	Hiệu kỳ của Lubbock, Texas
800047	Long Khánh B, Hồng Ngự
340724	Mohd Najib bin Abdul Razak
437703	Bressuire
3514765	Cam-đam phái
43227	Đức Thọ
bd5c4edc52d7a8694a58d767674178ae	Daisaku Ikeda
361762	Campile, Haute-Corse
c8f74d6ce1bf3abe9a28b399ebb5bc12	Chỉ dụ Milan
d02437032690bfd4ed65889cf53e2e8a	Batavian rebellion
754db240b8e390a6766467c4c40de117	Albor Tholus
