df69b432145cf003be7cce77cafd4d22	Phong cảnh
860d4ef3e17acbe56b66ee0d363fec97	Phổ Giả Hắc
31b4a78439240fea2b97d9452f6d4a06	Bình định Mãn Châu quốc
785361	Banja Luka
f032756d07e0c0dc58295f414e8103d5	Tiêu chuẩn hóa
5ca7821b667c07db4c20b04e7af31586	Elsa María Martínez Peña
46027	Kelvin
d42bcd4e191ffcb40fa042866496a78c	Chu kỳ mang thai
d5acd14794da11936c428d4fc8a9ba46	Giờ tiêu chuẩn Ấn Độ
c2cd9f606e57470ebfd6f8c555d2b0ec	Joe Clark
863267	1600 TCN
39147	Chú Sam
107815	1907
564b2a848f89530a0b44027f143eccf5	Danh sách nhà bản đồ học
301012	BIMSTEC
2491469	Abdel Fattah el-Sisi
541360	Baltic
2e38727e4eb036090c523808962aab2d	Bí thư Chi bộ (Cộng hòa Xã hội Chủ nghĩa Việt Nam)
7577553	Nhà xuất bản Giáo dục
325363	Hệ tinh thể ba phương
1244623	Hoàng Tiến
c15545a3c6bad56c45bdfe8fdec7fc7c	Cesare, Hầu tước Beccaria
201775	1779
454936	Dorset
a198598206e92743267596ae38b8f84c	Ibn Yunus
304325	Bannost-Villegagnon
1406106	Cysteine
1279583	Thập niên 470
259361	Bellinzago Lombardo
a2f68e56081bcb8c4f92610447317818	China–Japan–South Korea trilateral summit
18e9981a34ed63338a3ffb6d50a0c937	History of measurement systems in India
257950	Sân bay quốc tế Assab
141707	Hà Trung
c8b0883824af3a4253c90ae5e7e581d0	Noyyal
4e2413f2a5e1023d3332c75cfe989810	Bệnh kêu ngạo cộng sản
110600	Hoàng Cương, Hồ Bắc
ec44570f4dc4c9acfbf1b9517f01572d	Chính trị Bosna và Hercegovina
055bc16c991ac6da712c5964d02b4394	Demersal zone
2886014	UTC-4
5a8ac28703729151df7928ff79e54d7a	Nổi dậy tháng 5 (Dresden)
9407	Sa hoàng
1152808	Ngựa trong chiến tranh
56082	Trịnh - Nguyễn phân tranh
01ea59624a786773c70b7b41b6036b4e	Dưới hai màu áo
39375	Ai Lao
52357	Ngoại tình
103127	Nghĩa Lộ (tỉnh)
2360398	Ghi-ta
2a115e7ba2bbac67f4e050d5f7b771df	Chồng chưa cưới
124957	Cao Ly Cao Tông
808888	Giang Hoa
e012bbb456b472401d887450be0b7736	Arvand
543409	Hưng phấn
3210247	Bản đồ địa hình
8944bf0b5187bf6707d51754ecf1e9d4	Drahomíra Tikalová
529243	1630
1b95596c455772618327e379e682ba45	Chứng khoán vay trả góp
c9eac27569c901dedad170bcd8dfb48d	Chủ nghĩa duy tâm siêu nghiệm
820794	Bedfordshire
86e93252b0c0a8ba54b8119892def49a	Abomey
d0439367f4b1231953cf39db089e8339	HMS Resolution (1758)
543254	Danh sách Thủ tướng Cộng hòa Dân chủ Nhân dân Triều Tiên
733f7a6ff0579de2023bd1320f73f9c3	Bản năng bầy đàn
404572	Bellevue, Genève
16a00c3af8472664d7b0386b0b8498ca	Bermejo River
48a0f8ed622be8206f288a6737ac80ed	Mạch Âm cược
468322	Vorarlberg
27321	Giáp Thân
29559e7273cecc5ecc8bd399f3c7c5ef	Chiến tranh Ý-Ethiopia lần thứ 2
3760	Sao lùn trắng
268381	Maniace
1b9b036592541f107f352543c931879c	Ormus
11d73c7b221b226bd4409087cbdd74e4	Giấy bản
554153280e45b4a9788356cc4edab6c8	Cundinamarca (tỉnh)
bda43f3a1e6854446cbcca3c96537082	Giờ Tây ÂU
1a2b9ffb8628b4b55dc478ea792aea7d	Bordj Emir Khaled Chikh
349142	Aklan
578393	Thập niên 1080
25567	Phú Xuân
742e7c42fa83324cd8ada86b4514ac33	Chopper (archaeology)
197461	Chưng Tương
3402439	Trần Thúc Tiển
269715	Cádiz
237052d73205187a32d15ed48b38647e	Các hành tinh trong chiêm tinh học
1612720	Barva (tổng)
327357	Mazurka
152403	Bucharest
822018	Sông Hudson
2099	Frankfurt am Main
32119	Ralph Waldo Emerson
44af10dfce33311fa389e68fd3b1653d	Death by natural causes
1001361	Lưu Phước Tường
583870b7e3c734c24861c859af6c734b	Gia tộc Honda
49a40c54de0cd41b7aebb67901234673	Amalric xứ Bena
318195	Cetartiodactyla
94e322d002e92ef1de87195d122dd609	1908 Democratic National Convention
8f3120a615c9550ed6e92f4e0f60716f	Bẫy
1740384	Breguet 14
b524992da3fcb88308427e3a7b2f0cf2	Chim sẻ trong biểu tượng văn hóa
40e2c57e48a5de2e2eb846d670e053cc	Andrzej W. Schally
e91824cc4f4667fb1cce305088bec6a4	Harry Bresslau
c00840a52649ea501c44f05e2ba4b74f	Archduke of Austria
282175	Angoulême (quận)
102681	Niels Henrik Abel
1741135	Chiến dịch Crusader
79107	Thập niên 1990
23941	Họ Lan
3f6969f78bf0f3caf2024342d9dbe36e	Aïn Témouchent
d94bfb011cee3412e8c74824124f17ff	Chiến dịch Giải phóng Iraq
7c2869f51b1ac0804d928f4c5e0b1ec9	Công nghiệp hóa-hiện đại hóa
e624deb100ed207e3b6d60b7035e4469	Rahu
3d924f27cf20e7fbee0a8f3381a3cc7c	Giới hạn nổ
359591	Chính thể đầu sỏ
923663	Phương trình liên tục
6319	Baltica
9308a5b4d158bcebb0150758e639e363	Aram Damascus
532194	400
3363500	Hệ nhị thập phân
64077	Lê Vân, yêu và sống
797b22dab40d95f84f90cb89951890d8	Dan Starkey
2260960	Friedrich Bergius
55948	Trịnh Tráng
295371	Quốc kỳ Đức
0829410e798952aaa89ebd4782a4be12	Danese Cooper
02b9282e5ca8e34f27e41bb704e55d01	Benny Lévy
10636	Động cơ đốt trong
3426267	Austrasia
144133	Boeing B-47 Stratojet
903ff51585d8a3a3f653fbd6578323b4	Danh sách các tiểu bang Hoa Kỳ theo tuổi thọ trung bình
435298	Astrakhan
366826	Brasschaat
2549668a9b24ca6a63c1c11755200287	Lê Trung Hà
15703	Danh sách người đoạt giải Nobel Hóa học
000705e64b99bf2ddc9cd09bd1b671a9	Chứng khoán vay trả góp thương mại
3391059	Giáo hội Latinh
b1bf215d69f95f4571eb50ed1b31823d	Chief innovation officer
4bf5aecce70bd6713d421c9815c2f0f1	Chiến dịch Bồ Đề-Nha Trang
820902bd27c8d795ecb03ceb3b5995b9	Chữ Lào
6755	Nhà Lý
1407750	M1 Garand
20423	26 tháng 7
3867291	Cao Minh
41568	Danh sách những cơn sóng thần trong lịch sử và số lượng người chết
100561	Nam Quan
57d0ca3b6a13b19608b09eeb7d609c7d	Fort Ticonderoga
1f53c9f3811cc581ab65414cb6e2f073	Bunroku
74446	Oddar Meancheay (tỉnh)
350705	Mường Thanh
3263454	Chân
345459	Nhà nước
526737	Charlotte Amalie, Quần đảo Virgin thuộc Mỹ
353256b1334bc619f13618c878ed0096	Antiochos II Soter
cf489aed737cc900e768200e424824db	Henri Gillain
220f3eaca23a67ebef8307694e5ff4e4	Dehk we le'b we gad we hob
cf320544e3416eca19bc9bdd15535893	Khổng Hữu Đức
212064	Lương Bích
267233	Casaleggio Novara
0e2b4b1da1854cf99d8709f7d0778fcb	Cờ hiệu nhà nước
1242983	Cẩm Vũ
1102062	Cái Lâu Vương
3803cae81f91b47375cb85f19e8adc27	Chung kết FIFA Club World Cup 2014
3403547	Sáng tạo
531345	600
d436096c499327757b9edb75d50f0aab	Cebochoeridae
3435148	Hải quân Pháp
fd98078d0649075f1864fe46fc968dcb	Hudson Highlands
17239	Cafein
55751dd4a531e72f0ee9ab3cae0bb3af	Harvard Divinity School
501438	2100
493f5694918688e133891afa3c6345e8	Odgar
3146726	Lịch Gregory
60137	Danh sách thành phố Hoa Kỳ xếp theo dân số
1477033	Aksu, Sincik
16599	Hiệp định Genève, 1954
53725	Thể loại:Sinh thập kỷ 1540
1253797	Trung Lương, Bình Lục
66884	Định luật không nhiệt động lực học
20527263978c8b911d55e0861c937f3c	A Nhĩ Thái Não Nhĩ Ô Lương Hải
1221161	Andriy Shevchenko
382ab19373648e05108f691f72ffe960	Endymion Wilkinson
578337	Thập niên 1470
dcf6d2d4d647159dc464bff0e7dac25e	Chủ nghĩa nô lệ
51f8fa8305bef0f253c54ed0e74e624f	Cornel West
262218	Condrò
7055	Đơn vị đo thời gian
ef185547396219f556c24b4d81eeeb30	Thể loại:Sinh năm 1932
b0d25904d90129d3b0a9c88867d16e7d	Oryon
eb3a9040d3a8b42c7fc9d2fa1a5c6443	Allen Newell
a0cfd50d4ff43b2899cb334ddcc9cbe3	Hiệu kỳ của Coahuila
307688	Antignac, Cantal
63fa49370221395948cbe93d87c38d3f	Hác Ngọc Lân
45739	Thuốc nổ
13830	ISBN
529683	1300
3689587	Cổ cầm
1667686	Jōyō kanji
56f29609d049852594a0babb43e88fc0	Devil's Island
214533	Giáp
773830	Cơ quan Mật vụ Hoa Kỳ
9e37e97c7167d971ec3b67dd63ffe915	Godfrey Rolles Driver
7496686d080ce585349dde1f010384f1	Félibrige
a3ded7bf90f801a2f5d1e4d142b27f78	Bộ tổng Tham mưu Quân Giải phóng Nhân dân Trung Quốc
f13201a0a3bf272b6792fd1089ebb3df	Howell Cobb
8c1bdf0b3710223719808f0ee54d48b8	BGN/PCGN romanization
15b91104073bf1d5e3765dc935477b99	Caltavuturo
10154	Lựu pháo
580298	Chủ tịch Quốc hội
529988	1206
aa05035b731dadc377bb4bd7b97e7b05	Praemium Imperiale
45edf48178826dd46d0031179a52f2d0	Lưu Thanh Thái
823296	Vạn Thái, Ứng Hòa
34753960c9f5b9b87737758f29fc8084	Người Galicia
825348	Christoph Martin Wieland
db65fe59c7100c18ee50f2e0eb9340ca	Cầu Eiffel
320382	Ca-nhĩ-cư phái
186608	Baka (con của Djedefre)
3677242	Địa hình học
5f329b18f8fa4364358b105ee0d76107	Hóa hạt nhân
98439	Tư bản
dcb3ee1c4ae0eea325ad8c30e97aa637	James South
5232956b38cf88a089fdf6440c62bc16	Các dạng tiếng Trung Quốc
189380	Ngọc Hoàng Thượng Đế
120e0853f5ee6c9e81d5635ca50ca0a8	Emmanuel Nguyễn Văn Triệu
359408	Alpen
c1b9a2962691ecf9461f7182c15f0443	Thể loại:Phá hủy thập kỷ 1790
4d847902ce13b354866e9c2223ab96de	Nghĩa trang Frankfort
08e68bd0c353bf36273154cf6a314889	Chilpancingo
de31662a0400961e84803e0aa1aef4e4	Companhia Antarctica Paulista
ce0c3864140285c51a087d07d21e5982	Huy hiệu Açores
585968	Bang Bern
20223	17 tháng 3
53621	Thể loại:Mất thập kỷ 1020
81a3e1fe2f8f06f58609583f39e453f0	Donald Adamson
526512ac02af2284d5ce8b8ce6830eeb	Devon giữa
17958	Tiếng Nhật
127986	Bermuda
423713	Liên đại Hỏa Thành
820500	Chủ nghĩa Stalin
223181	Anh đào
424dee65df6fccf7127ceedaf0f5454f	Francisco Armando Meza Castro
532088	Pavia
dc1da392a9b0a4669bf0cc9f07c20c58	Hackney
3690623	Hartlepool
328234	Digital object identifier
19f947baa5f6a1ce94c63fa9c4617ceb	Hoàng tử Leopold của Bỉ
66094	Khí (định hướng)
8a4eebb50499e657083eb424c67b6908	Không tín ngưỡng tại Tây Ban Nha
81e223604db1a13380f1660be406578c	Thể loại:Sinh năm 1905
2438484	Basra
6bb7126b7bbdc340b990cdc3aacf0afe	Bạch Quý nhân
818529	Adolf von Baeyer
3158411	Sufism
67fceab830483fee3de47992d2f5df82	Harry S. Vandiver
384353	Năm
9942d8472ee432bb4179199f5beae701	Hope
332080	Antigua Guatemala
353652	Cộng đồng châu Âu
33010	Alexandre Dumas
46399952cb6a5bb75e03daf9fd0ee201	Maria Cristina của Napoli và Sicily
19910	Giáo hội Chính thống giáo Đông phương
94232	Cao Xuân Tiếu
7797	Hồ (định hướng)
1407785	Biểu tượng mặt trời
64544	Viêm phổi
239e3d359545e31375e5def270a4677b	Brazil.
332392	Punta del Este
22c3b13daa055bb646e988959effaf6d	Cừu hoang
529904	1242
238319	Trương Gia Mô
76e06e1c950a32338d3869548074d95c	Augustine Washington
391966	1808
8b5ac85f46759cebf9e0eebd0e91472c	Bassa
148614	Trận Shiloh
3524	Tháng 10
fc2d47a32db83485807fcaa648701604	Dơi trong biểu tượng văn hóa
814832	Cabanes, Castellón
228174	Bắc Lưu
f69a6d667583d6f6c970897691e7d9ce	Cảm ơn anh từng yêu em
390d74afaa28ef6e7f6f5e182a2d52eb	Ba Bố Hải
3683153	Giả thuyết Gaia
3180465	Johann Michael Vogl
445658	Đơn vị quân đội
62242	ADSL
9f7a5560c329684373a5ace4b4846d4c	Balliol College, Oxford
183813	Giáo phận
213970	Du Xã
1258809	Biển Amundsen
307689	Anterrieux
128494	Semën Yakovlevich Nadson
ef80bfb8871d3b9b0ace561f221f2780	Arbre
149379	Le Figaro
3869	Kanji
78252	Côn Sơn
3e4a1c3c55960486efa8b21de6cf5ae6	Harada Sanosuke
3258720	Ionia
33ffbab023d7c295091108ca55db376a	Khương tuyến
50002	Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khoá IV
84bb2bcbbd6f656161149276c785b2ca	Chủ nghĩa cộng sản dân tộc
67598	Phéc-mơ-tuya
541308	Lã Xuân Oai
3c57d54964f8dec25c2eb67545dae3f6	Chủ nghĩa cộng hòa
241106	Cố Thành
46d1b54097e02afc5bdb9a85b8be79d5	Thể loại:Kiến trúc thập kỷ 1140
3820d9a502167e8a7643359513ee37a0	Cờ Tỉnh Amazonas
28ab16f2fc6e9fe27bb188f5053cdc69	Nguyên Bích
20682	15 tháng 12
60389	Marseille
3392231	Theodora (thế kỷ 11)
195c08039b89b6d3935c1f1f15212e71	Chu Xuân Hán
530527	1510
39755	Lạc (Đông y)
8bb7b997dd83e4f3f0aa0634bd8a57fc	Dorian M. Goldfeld
3658712	Ajvar
f2a430da6b265661f17096964b374183	Lịch Ai Cập
252227	Nguyễn Phúc Hồng Bảo
2362741	Bọ chét chó
8810	Bụt
cb3e1b209a1bb64a61d87990312484fc	Beiyang Government
bb2facf6633829d257e73a2f11dd5fc6	Emily Gerard
320108	Mũi Trafalgar
42e029244bb08d9d04670c618ff0c8a7	Arginase
296515	Trương Phúc Loan
3528347	Alben W. Barkley
370333	Việt Thắng
144ec20b1c80b5f42285573bb470af23	APEC New Zealand 1999
9be83ab3ffebd98d3ccfe20473bd2b81	The Duplicity of Hargraves
2364418	229 TCN
229699	Mạt Hạt
e2dc81c12fdcf57acf4d7201fef3ca81	Lưỡng Giang
123565	Cleveland
3130500	Apollo 17
5024b14770b6facd43e620e0d1c69a39	Manuel Salazar y Baquíjano
517752	Cuộc nổi dậy Ba Nhàn, Tiền Bột
3265276	Bộ tứ Đối thoại Quốc gia Tunisia
69103	Thượng đế
6cd81b6ae97e8ce5442a84797a775c30	Ceremonial counties of England
184975	Bãi đá cổ Sa Pa
e5b18c589a6513bb7b8f9d352f60be36	Chào bán cổ phần trên thị trường thứ cấp
807435	Khu Công sở (Trung Quốc)
1522465	Hùng Đô, Tam Nông
57313	Kỷ Jura
fe0d6341b897c1d9b01dddd32c04628b	Thung lũng Rhine
1751657	Cecil Rhodes
41a4ba8daf7459f5d9dc63da456653ab	Albert Albertrandi
3379566	Danh sách thập niên
fd5316cac5509a4b87823031cb5f7bfe	George B. Kauffman
1750221	Cosine
409920	Từ đồng nghĩa
73f20a3a6346637de7e3c6e5150988b7	Imperial College Press
392173	1836
384030	Hán Hòa Đế
7b632b4e39fbd598f21685a4c346130e	Ansett Australia
6220	Cao Đài
4114	Văn hóa
551353	Quận Berkeley, South Carolina
2361077	Carl D. Anderson
234961	Lê Duy Kì
73d6ac1612bfc76823ae97f9b6f5538a	Museo de Antropología de Xalapa
813e6bec9464f741efa8f5fee3eabc7b	Death education
519056	Rupee Pakistan
263697	1882
b0d317df532c482171d0c9e5888544e6	Cúc Giác Lượng
3a9fe9c7ba58c132d9889ce68c737068	Chính đồ
3777638	Pantone
2430217	Nguyên thủ quốc gia Cộng hòa Dân chủ Nhân dân Triều Tiên
3215477	Hãn quốc Krym
f928756d19cd0eb0a70f0dbf0ae098e4	Chia sẻ kỹ thuật số toàn cầu
fe9ba8bcde11c49d68d0283c699a7c29	Gaspee Affair
527124	Ngữ hệ Turk
296622	Dãy núi Zagros
69754	Bảo tàng Lịch sử Quân sự Việt Nam
11533874	Giao phối cận huyết
1244862	Hương Đô
235905	Alexander Suvorov
20688	17 tháng 12
2365673	Camellia brachyandra
118391	Franz Kafka
43897	Chính trị
3511260	Bang Lucerne
f8953a0e72796cca0f1b7a70fc18c5b0	Allen J. Bard
1243513	Diễn Kim
20722	31 tháng 12
1441480	Cửa sông
76fa11d6d5e83457ed4f5885f27795fe	Phạm Thế Húc
1320919	Amasya
16237	Aristoteles
b92183cb63e3aef98ff5890b65b5a456	HMS Resolution (1654)
4e92bf317c6b618e05380cad3d7e03a0	Hino dos Açores
9ec84d4eca6410a45c05d6296fc5bbba	Edwardian
197730	Alexandros IV của Macedonia
11495463	Hoàng gia Nhật Bản
262540	Bò rừng châu Âu
47230	Danh sách Bí thư Thành ủy Thành phố Hồ Chí Minh
16699	Béo phì
396e3aaacb59a53b707df13f09449375	Bán vệ tinh
107819	1911
529270	1649
ae4fdb3f9c622085941650112b372713	Ferdinando II de' Medici, Đại Công tước xứ Toscana
6d53acaa46338ca5cf49864dbfc22249	Bantu
20263	6 tháng 5
207835	Alexander IV của Macedonia
31d2d4a40c68933b95cdb1d45569ee0c	Boomerang (Australia and New Zealand)
400317	Các tiểu bang Nam Đại Tây Dương
71384	Versailles
53820	Franz Liszt
7fda6d4362011ff9f670c81373a7232f	Christopher Isherwood
829281	Cung Vương Phủ
8f76a80ff582d75abff4d5eddfedd6b4	Cuộc tấn công Berlin (1757)
2430001	Augustin Louis Cauchy
45214	Hannover
172778	Khúc Tĩnh
344159	Chiến tranh Nguyên Mông-Đại Việt lần 3
40368	Chất rắn
65e6c3cb73069797a03ca7cd53551eed	Archduke Johann của Áo
adc09d46cad4408e4d32e8c147cd57d9	Eric Shinseki
414976	BAJARAKA
71016	Aisne
1244025	Ea Wer
801401	Bình Thạnh Trung, Lấp Vò
415127	Dermbach
529388	1666
236169	Ben Roy Mottelson
fb6d1fcb407f7049906db2153a50624e	Jasminum elongatum
53729	Thể loại:Sinh thập kỷ 1560
3677920	Đa bào
540960	17
7cf38a8a7741c04824cc5d7982f38ddb	Chủ nghĩa độc đoán
236887	Charles Glover Barkla
1764059	Axit cloric
20204	9 tháng 3
541400	45 TCN
3349456	2060
63236	Trùng Khánh
1b58edda2b147b55a80fb6f1f2a1de9a	Biến thể của chữ Hán
35b3d20af6ad875d70283bda8eee212b	Bóng đá nữ trên thế giới
572383	Chesterfield, Missouri
423490	Thái Tổ Đại Vương
6572	Bán đảo Đông Dương
1426	Thiên văn học
541105	6 TCN
888a78b9d8556085b3340edb32f28df7	Latin script
39312	Albania
20665	7 tháng 12
28242	Alfred Hitchcock
a0731f70b6a9da8367345529afcaf4c8	Dặm (Scotland)
4217deae802db40b890c9242190a13cc	Bờ biển Mosquito
2625	Pêta
cdfe54bb3da482999c0dfe117d51396b	Chiến tranh Thổ Nhĩ Kỳ-Venezia
71017	Allier
2a8be81993a07c2c566881aa44e83bc5	Cách phát âm
647483	Đèn sợi đốt
118859	Dương Văn An
1445842	Thể loại:Sinh thập kỷ 70
578371	Thập niên 1280
30496	Chân không
0c384ac7fc4b0dc3b3e3ced628a46fc4	Artois
9225672a2e7b6cb979ed590b2703d33d	Aram
3179875	Cơ Đốc giáo Tây phương
194223	Ahmose II
4836aebec7688ea88053f11a1303a428	Akkar (huyện)
3268557	Leopold III của Bỉ
06099cfa5d75c8f85a93e918a1e26510	Tạp chí Thế kỷ 20
527d35d6bac795292afdd2257d58852b	Tu viện Limburg
487082	Lê Bá Ly
34d43c879a611d0f810f096827e06e5c	Albena
644652	Nghi Lan (huyện)
5b6f56ef5ca9f5505f9e724dc53f3198	Hệ số dãn nở
247354	Nguyễn Danh Phương
6e3bca260ecfee8d2a9d1d91b6ae59c6	Maser, Italy
37791	Mạc Đĩnh Chi
812003	Anne Hathaway (diễn viên)
1002	22 tháng 4
213455	Diêm Hồ
116268	Antalya
65969b5ba0cdf26d2b16fc7746e9a4e5	Danh sách các nhân vật lịch sử được bi kịch hóa bởi Shakespeare
ec498cee39ed8587b425d0c2709635c0	Carthago cổ đại
541485	75 TCN
52409	Gulf Stream
812618	Bertram Brockhouse
95f7f28cfc1ad6b0e365bc25f7a47c3d	Hồ Phùng Vạn
1644143	Tu viện Thánh Catarina (Sinai)
193040	Daniel Defoe
330d4655320b4ee6465d508a8d0a8ef4	O. Henry Hall
518007	Di tích
d88285b29e46f2961b79129bc5ca9d83	Makes the Whole World Kin
2359419	Asterix
1244898	Hương Sơn, Lạng Giang
bf35ed8d20225bccf76148a8e303c5f1	École Nationale Supérieure d'Architecture de Versailles
dc63aa6b9af3e5be60af762e076d958b	Académie française
24431	Sankt-Peterburg
7655893	Danh sách người đoạt giải Nobel Kinh tế
924	29 tháng 3
529013	1620
ae01857ebaf9120fb2ea3c0c3605364d	Ngô Đường
5b20acbfa8f0ac57a6ce56b9cf14bd61	Giải Lobachevsky
1b34f232197c6b1febb7a6ba4b01e688	Hệ chữ nổi Ả Rập
804426	Tiếng Dari
20598	24 tháng 10
bf854ac27bef234dd149b117ae491584	Nhà từ thiện
529012	1619
692e78adaa482701c0d6bdca47fd0a99	Thể loại:Thành lập thập kỷ 90 TCN
398241	Chiến tranh Hán-Việt, 42-43
2222389	Antonio Salieri
52289	Cố đô Huế
95b57bd94e8f99d0cff9b81e6d7fd33a	Cao Hổ
3210890	Báo trong văn hóa và huyền thoại
2562	Mét
794	26 tháng 1
3104	Tấn
62897	Benito Mussolini
1253300	Thọ Tân
6d0ff1c605081904e2af08775f284f04	Hóa học bề mặt
6295	Lê Hồng Phong
bd5379dff9e7320cc3fe579181333723	Human Development Report
2721	Thành Cát Tư Hãn
871251	Cung chiêm tinh
1221438	Bay hơi
304324	Barbey
1265546	Sách Huấn Ca
1581977	Beachwood, Ohio
231583	Dong Giang
367774	CAD
262828	Sparta
71036	Bouches-du-Rhône
118def78e6ce51dc4dd95e8db0288b44	Charles VI, đế quốc La Mã thần thánh
6f41d24cf008908d9dc38331fc0b5415	Danh sách thành phố Đan Mạch theo dân số
bcf7c6adc012be52d29ead2d94195436	Khách thể
048f547c5c3b58b46e4b044735f99f8a	Châu Âu thời tiền sử
158070fa18ab62324830e27958b6fffb	Hàm số theta
237999b3e2cb3cabda5ead2a4c706297	Dena
289119	Beauvezer
59e6b35f1f0836c9b2369a98105b5fa6	Cảng Cần Thơ
28210	Dương cầm
437609	Charles Brenton Huggins
ad28b3ef92aaf2510ed906d905919e06	Cape Colony
815940	Quá khứ
40372	Lê Thánh Tông
7e5a73b0a7adbe44475512b2d883cbaf	Deutscher Wetterdienst
304b4763fcb223cb3c7a567c7c5e93de	Baldwin Spencer
3251495	Bệnh truyền nhiễm
528908	1743
472244	James K. Polk
8ef1b68e20ed6e1189daf0d941363c14	Algérie tại Thế vận hội Mùa hè 1988
e0c65c8e90dccb8f36a01053dcb54304	Piano Concerto No. 5 "Emperor" (Beethoven)
795105	Ba Phnum
530200	Thể loại:Mất thập kỷ 150 TCN
60fbdb746958f41fe411d20e185c5874	Thẩm quyền
ec6deddc996ce7a5982a5b58c17bd958	Chester Rand
1422393	Đông Ấn Hà Lan
7f415fc837847ab2e1d278520f09b9d8	Bảng chữ cái rune German
514983	Hà Nội 12 ngày đêm
36792	Bhutan
194161	Người Đức
06b0a78d54cd866c0bb7ae1adbc04cbf	Atlanta Hawks
d3268479187167321845a4a755593aa3	Thể loại:Phá hủy thập kỷ 1010
31d71ec5300112ca80b81f8ee2093dce	Alan Parker
2ded2bdc7d43acbbb3d45661b6f085c5	Erecteyon
608847d7f19ea79773069a210cefca85	Alexei Alexeyevich Abrikosov
3283223	Albert II, Ông hoàng Monaco
337885	Lưu Diễm
4ec0b8d3e0a409cc86e8df7a4ad6cccc	Alexey Postnikov
67acb87ab1f796fdd13e2cf7c0e7de12	Akans
315024da9c7bc1deb9f26f68a7e183a4	Carl Hellmuth Hertz
3240520	Chiến dịch Unthinkable
17041	Bắc Triều Tiên
063d37903f53799671cdf97fa525e196	Thể loại:Kiến trúc thập kỷ 1580
2340	Dương Văn Minh
9fa1e67c7683e05c006b51f7bee7ccfd	Babcock
1290	Chiến tranh Vùng Vịnh
18ae2d9d2ae8e87b11e48700d93d5234	Harvey Mansfield
126679	Cơ quan vũ trụ châu Âu
d9aa37a76611d61fec935f7a2cbb6d5a	Isla de Alborán
12197029	Dịch giả
0a5979297b7162e5bd77d769890b29ad	Ghaznavid
747302	Aurora (tỉnh)
63483	1986
33432	Internet Movie Database
58152a5e15c001f541a8cfe5c650a7a5	Charles Rabemananjara
120774	Halldór Laxness
3123400	Họ Cá sấu
04e534c6a8a6e4de4ab3f2a9169f77cf	Frederic Louis Norden
8760581b6c7f31a60b6c8f1f4074a2fd	Amazonis Planitia
a4548f752546dd3feca1942bb49c3483	Thể loại:Kiến trúc thập kỷ 160 TCN
1c3006ca305a1f07df5559015752ba8b	Keiko Fujimori
c59899aeab83e2161e4a7e04da6fa5cd	Bản Sín Chải
267303	Biandrate
a45738199867c68f08c4478df4515562	Chinh phục lần đầu
243694	Collège de France
209811	Phụ lưu
78402	Cộng hòa La Mã
865901	Chuyến bay 611 của China Airlines
3152229	Cải cách Kháng Cách
