63096e84897868d4d2c84009096589b3	Arabinoza
e5bd28f5af5e48640186764e94df85af	Fischer (crater)
392142	1820
20708	27 tháng 12
20413	21 tháng 7
7530c14afcd82b3e2f8e3b028c962f20	Hệ đo đạc
229905	Chinh phụ ngâm
529195	1555
2160	30 tháng 4
6a49c095c02f36a8f47e492bd3d2854f	Hậu duệ của Ali ibn Abu Talib
99434	Bộ Nội vụ Hoa Kỳ
7635214	Lê Quang
19988	24 tháng 11
238303	Giải nguyên
20990c1188073a8f3689fd3a441acfdb	Hugues Claude Pissarro
31162	Nam Sách
3291805	2021
087db7ddf74c3ccd088a188893ab35a8	Abraha
2129	Người Việt
a9ccb981bc44d67d2682d3ebb081af6c	Định hướng giới tính
983	16 tháng 4
e1e964357625c9399feb17f1ebcd1cf7	Daniela Šounová-Brouková
1642984	Camargue
3331811	Giờ Mùa hè Trung Âu
865	Linux
25196	Ý
243626	Foxtrot
51dad4267a5458e9f93fddcf102ad3a9	A Lý Cổn
577415	Río Negro (tỉnh Argentina)
578432	Thập niên 1700
107894	1923
20288	20 tháng 5
53744	Thể loại:Mất thập kỷ 1630
623ee73c7cd447a0b53b27da4ac4fa49	Chaldean
39375	Ai Lao
63229	An Huy
c8cad87c6b8269c0a536a4e5dce80cff	Adlai Stevenson I
13b810c49a1769e61b3432653d84677e	Chấn thương
3431886	Dù che
804478	Hồng hoa
5f1f8a6f9170711888e25e1cd3cc85af	John Ellis (naturalist)
127230	Anguilla
5967	Dân chủ
578294	Thập niên 1810
423846	El Paso, Texas
a503a5952b1c91275a5c0a8c0f48e8de	Erknere
44120	Chủ nghĩa duy tâm
894127	Chỉ huy quân sự
48222	Vua
818608	Nhị Thủy, Chương Hóa
19be4f7f89a51079ea3a42dbfd41fce2	Civic Platform
808926	Ramat Gan
2422574	Giáo dục mở
a3f5abe8763f19be225d4b4518737c28	Brian O'Driscoll
51240	Chủ nghĩa hoài nghi
94171	Stockton, California
60914d5152fadc711df402553313f5e4	Phẳng
1466463	Biển Salton
540992	7
71407	Aurillac
392166	1833
3b113f9358cf6eeca385059e6c3c4666	Christian Fürchtegott Gellert
523787	1788
c704056f0d5fb5f0378f96e644ba5245	860-880 Lake Shore Drive Apartments
6f68745d54ca97b9b1d79ba803779abb	Psalm 90 (Ives)
20230	31 tháng 3
15360	Hồ Hoàn Kiếm
182670	Bette Davis
645656	Phân cấp hành chính Trung Hoa Dân quốc
25f5fb8e233f836c7393dcad871ca708	Bùi Trọng Huyến
268831	Chiến tranh Nhật Bản-Triều Tiên (1592-1598)
62458	Hữu Loan
1277135	Henry VII của Anh
a9b4ff7434538abd59195f4fc665ca3b	Baddeck
1645024	Triều Tiên thuộc Nhật
247132	Lê Duy Mật
0f806ec801baf793f2d0baec7cf7336a	Anh em nhà Chapekar
3c956cc3fb317e48309fe0d51739066e	Al Mariniyun
71046	Creuse
414610	Hạt
feebcd73ae3f87677802f1b18d218273	Death of a Salesman
799099	Botum Sakor (huyện)
6e183a2bbba0c7465f1429b4ba38d336	Brunate
136748	Danh sách tiểu bang Hoa Kỳ theo ngày trở thành tiểu bang
e7d3cc4298978c594f49da243b50c5a6	Bóng đá tại Thế vận hội Mùa hè 1972
450041	Giáo hoàng Agapêtô II
9b5c3c720cdae62a2aac621d813c5f23	Ngành hành pháp
392138	1818
0e4955ab10e3e0f168cd4e609f36c54f	Danh sách các thành phố và thị xã bang California
107817	1909
62ec67f7145655b9291fa9eb4d34fa7f	Hormizd I
816934	An Bình, Đài Nam
8d8ad767c207d82d194e696f0783d294	Berytus
25760	Claude Monet
187095	Mã Quan
3fc2480e856120bea867cd9f09ac6966	Thể loại:Kiến trúc thập kỷ 1860
242479	François Dominique Toussaint Louverture
c5d734f5ec207f493151c294b496f8fa	Venosa
3259036	Biện hộ học Kitô giáo
1ee3dbb764d5c1e1ed50b6098aca50fa	Giải Heinrich Wieland
4371	Liên bang Xô Viết
6d6e6f0de6aa05b5a15ea857d31132ec	Cộng đồng kinh tế châu Âu
63376	Cướp biển
529304	1653
1957273	Chiếm đóng Nhật Bản
c58d5af723675ffd51e5fa829a8eff7d	Bonton
3513857	Giáo hoàng Clement XIII
578397	Thập niên 1060
3524118	Chủ nghĩa tiến bộ
1370357	Y tế
578381	Thập niên 1210
578302	Thập niên 1750
528914	1749
20333	13 tháng 6
20238	8 tháng 4
914fd3a622343c9faae7b33892c64925	Hiệp định Pasarofca
3131105	Đường (chất)
806318	Chủ nghĩa nam nữ bình quyền
208808	Hector Berlioz
800947	Bourei Cholsar
845399	Bỏng ngô
802411	Air Berlin
10784	Người Lô Lô
69c61c55e9eb824dc6035f30f6c51b49	Belouizdad
16242	Giải Nobel Kinh tế
5923c876257a5450b63b6e1023e20ed6	Hà Tông Trình
243694	Collège de France
1497eebd09052581a72a079d97dfec77	Giải Kim Tượng lần thứ 28
471178	Backgammon
60778	Kỷ Creta
543002	Giao hưởng số 8 (Beethoven)
288436	An Nam chí lược
3508125	António Guterres
528960	Alexandria, Virginia
3177663	Gia tốc trọng trường
230839	Phó Bảng
20427	28 tháng 7
0b0ced4e16f306cf6060dd31ef074ec6	Boomerang (Hà Lan)
530430	1456
51552	Nguyễn Hữu Cảnh
dd0d3f7e8344e7b5faba929ec6064cc3	Jean Fernel
3338232	Tỉnh trưởng
3290513	Etterbeek
d3aeb88ab6a532050f94143eb1b56d8b	Biệt thự Rusovce
529309	1657
48286	Thành phố
75607	Lục quân Hoa Kỳ
7759765	Kinh tuyến gốc
608847d7f19ea79773069a210cefca85	Alexei Alexeyevich Abrikosov
3193264	Công nghiệp văn hóa
4468	19 tháng 4
899df63e3769cb5f194d0a8b9af8e04d	Chu Văn Rỵ
459768	Doctor Who
341843	Sách Giôsuê
51077	Thanh Chương
83be0583b20e72f8cbfeb0f9fd6de7b0	Cumaná
47474	Hồ Đức Việt
925	Chủ nhật
254590	Gia tộc Miyoshi
51532	Phổ (quốc gia)
67784	Sung
ede029310aface52b82fdfc50c9e9261	Omar Sherif
20627	8 tháng 11
16374	Lực
3170234	Dương Thục phi (Tống Chân Tông)
233937	Núi Cô Tô
41d74b01a864702c7773f08ae220a4c4	Thác Hogenakal
11501725	Chủ nghĩa cực đoan
146972	Trận Appomattox Court House
cd077b1fc98388551f6cf8bbe9e8e92e	Color Field
27986	Lịch sử kiến trúc
72456818807d5024b009a8fd797df501	Bảo tàng Quân sự Pháp
11764100	Thể loại:Mất 2018
32269	Gustave Eiffel
747be7f9c8916b2db7ce7be0c7a06312	Casa de Fierro
414919	Tautenburg
392191	1848
1241943	Chiến tranh Pháp-Đại Nam
3c445eef2eb1851d647138d8cae6b33f	José Pardo y Barreda
1279651	Thập niên 80 TCN
267244	Borgomanero
3c7c71b90746dcdca904238ae388ec38	Bì Nhật Hưu
578401	Thập niên 1020
6be0c49e2f5a8866bfd08fe8cea6216b	Latent heat
0682b8e626af9426febb76915d18dc39	Hắc Thiên Tôn
41b286b6a902dbce65c911233f0e9c93	Bigos
a97903829ad857f3f0411dd0f284a4cc	Thực địa
574605	Cao trào kháng Nhật cứu nước
ad3dd3dfbcdb3ce502a3d821c3f55348	Asconius Pedianus
64004	Kinh tế
349142	Aklan
707d56dec23ef1d26e275a8b817ba6c8	Alan Charles Kors
573558	Chester, Pennsylvania
1264318	Anh em kết nghĩa
02eed4e7b7faca129b535f6cef345ed8	Arthur Rosenfeld
0d4df9b2e95e13eae45dc3aa291223db	Diễn Châu lộ
67d6e5bc73f8891eddf07f1af28ef331	Châu thổ sông Paraná
1231	22 tháng 1
903ff51585d8a3a3f653fbd6578323b4	Danh sách các tiểu bang Hoa Kỳ theo tuổi thọ trung bình
35fd89d9d4ea87e8e3a5ac36fccc4024	Charles IV
306515	Chợ Giáng sinh
78063f3d2763416bf2dcfb3ad5b539ae	Thể loại:Phá hủy thập kỷ 1570
a5bdfc1636d834e68d185676d6f8cfef	Joo (second)
1336141	Trujillo
816150	Campione d'Italia
2719	Tiếng Pháp
820305	Beverly, Massachusetts
ffb3ee7bfac7f23b6586e8e966904142	Công chúa Louise-Elisabeth của Pháp
5d1fed2cbb815527942fc6b5c6854588	Eppingen
1419	Vật lý học
5471755c009b3ad8cd579cc5727e2ff5	Damietta (tỉnh)
1000978	Hồ Hán Dân
3337049	Hệ SI
4498	Biển Balt
b7a9e365314e66fe0005a46b0eb38b62	Hội Nhà văn Nam Tư
3366110	John Diefenbaker
7655d01aa2dbbc2cd4cad3a42d5175cf	Thể loại:Kiến trúc thập kỷ 80 TCN
547789	Dale T. Mortensen
79985679050c21b9fa53969898741495	Quốc huy của Hãn quốc Krym
107936	1952
541360	Baltic
20b7b2ce94b83103137aaa3e83baa507	COMESA
16098	Cao ủy Liên Hiệp Quốc về người tị nạn
3266180	Ban Chấp hành Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh
720d44607e10bc00eb0fba32f534c96a	Cloelia
529243	1630
578298	Thập niên 1780
817c1eb10b013e772078b1bbd6b3a68f	Cục Tình báo Quân sự và Trinh sát (Ai Cập)
e9e3a5ff031c7dc1c8416702a394e8a1	Across the Great Divide (album)
578393	Thập niên 1080
1461079	Liên Hòa
e40d17a11c223a78832bbcdf4c5db684	Adrian Scrope
12758934	Basileios II
935fce6a65f33bf0c6c8550d54a442a1	Ai là người hạnh phúc nhất?
d881b01ce6849f7072c2041c53d6c3b8	Ban Chỉ đạo điều hành giá
590057	Bát Lộ quân
b201893253884ed9aa65bec3e6e44c3f	Change 90
281590	Tống Phúc Đạm
417e71ed260c4126030726cb28b0c5d4	Andrew Jackson (định hướng)
20167	20 tháng 2
d91c13c9a03fed2028a738f0535ff53f	Acarnania
6696808a470bd82eb6aa44d098107c65	Sách Hôsê
4614	Hóa sinh
1f68cce19ea62d027bb9eaceb16b78ac	Vành tròn
7cc46f17ba0d13c7ed1b64bb2d5b2eae	Bertha xứ Kent
528898	1739
16490	Hệ thống Thông tin Địa lý
fd98078d0649075f1864fe46fc968dcb	Hudson Highlands
365360	Hydrat
d4684f0f6b70889c1850294760b767de	Thể loại:Phá hủy thập kỷ 30 TCN
304331	Aulnoy, Seine-et-Marne
3993	Trắng
45214	Hannover
38039	Brunei
72bcb6fd101254f17500f0a881648eee	Chó rừng vàng
258704	Biển Caribe
e28b6b2721301b90f0fcbe7489bfc594	Danh sách các cùng đô thị tại Đức
ce0c3864140285c51a087d07d21e5982	Huy hiệu Açores
e8de9a8eec2ede2d407c0765a3bc0327	HMS Resolution (1667)
74362	Vùng của Pháp
528896	1737
818529	Adolf von Baeyer
64544	Viêm phổi
324976	Shiva
20343	18 tháng 6
79156	Cổ phiếu
2586	Cholesterol
1258809	Biển Amundsen
3869	Kanji
1440035	Kim Long
323997	Seongju
644443	Lý Nhật Quang
8565	Java
16768	CNN
578301	Thập niên 1760
13085	Mật độ dân số
2093	Hà Lan
46823	Chữ Hán phồn thể
529191	1551
263697	1882
7c2b115a9ece463e2fe88f974a4359a1	Lord Chancellor
3211029	Máy phát hiện kim loại
30cb93c32bb3c1bed462f4a221b4079a	Gilbert Ryle
51064316ab377f1ec60480bb5de4cd6c	Cơ quan Tình báo chiến lược
62746	Andes
080421a518fddc3b6d2413c3d3893930	Assemblée nationale
688429573b7eec15119a4a4cfb7edfb2	Dã sử
529270	1649
2506	Danh sách người đoạt giải Nobel
7398	Màu trắng
60466	Bảo tàng lịch sử Việt Nam
70d7e04831803b3840ff3e04c1ac0f88	Thể loại:Sinh năm 1803
8799	Di-lặc
e3d6caf5c65d4a622b50c425b186b010	Auctoritas
2222612	Huy chương vàng của Hội Thiên văn học Hoàng gia Anh
470623	Eduard Buchner
64744	Dịch tễ học
839831	Thể loại:Truyện ngắn O. Henry
15998	Biển Bering
528894	1735
d94ea2b6bff1f42856e4d8e838f8079b	Phủ Tổng thống, Warszawa
20382	6 tháng 7
330d4655320b4ee6465d508a8d0a8ef4	O. Henry Hall
540757	193
137673	Người Do Thái
11672b4f693363f3bace7804fa8c0c26	Bóng đá tại Albania
116306	Linh Sơn
83095	Họ Khúc (lịch sử Việt Nam)
2cbf48e6a605188ebcb72d12a9c00568	Alfonso VII của León
578332	Thập niên 1520
1503148	Hà Thị Quế
404761	Bad Salzdetfurth
2434090	Jean-Louis Taberd
528908	1743
370323	Christian Lous Lange
38212029906c03a8e4e5218288f9c625	Danh sách Latinh hóa ISO
52955	FIFA
507128	Neubrandenburg
c258a9d514f48599dcb528ffd2cd42f5	Bernardo de Irigoyen, Misiones
1290	Chiến tranh Vùng Vịnh
3501907	Cai thuyền
63483	1986
04e534c6a8a6e4de4ab3f2a9169f77cf	Frederic Louis Norden
414976	BAJARAKA
11ef9ca8b633a5c3d825f263f15c5518	Handan Sultan
2565	Giây
e700010fcaf226e30c270e8d9eded66a	Chung toàn cầu
98474	Kinshasa
51567d5ce755b80832abfc4bbfc906a3	Cynthia Ozick
808947	Nàn Sán
822368	Portici
85883	Guadeloupe
212844	Kiến Âu
410801	Liên Bang Đông Dương
304485	Chợ Đầm
263665	1893
1335136	Pasto
20311	2 tháng 6
2f6a82b91199c339031353db62e92d2f	Bệnh nhân
1763745	Hồng Châu
ca10a4758baed884aef87a5604ca66dd	Clara Immerwahr
1617420	Bờ biển đá
495598	Huỳnh Hiểu Minh
8da7c1381776821d2289480b56f5df71	Bác Đệ Tái Sở Hỗ Nhĩ
082b987821c2ae1b592f02dec7d4feb1	Adrien Houngbédji
19471	Thể loại:Sinh thập kỷ 1990
d94dbce6c6937bded62167256daa13a6	Florence Balcombe
2365672	Camellia bolovenensis
26904278b40d9c6f499c8cb89b4e5b71	Elisabeth Farnese
530848	2015
26013	Xanh lục
49212	Vĩnh Bảo
34295c32143a6b21d8b36f97b6b42fbd	Abdali
7320	Chiến dịch Điện Biên Phủ
bc5085bf089077ed3afaca2e0c973947	Đế quốc La mã Thần thánh
3349598	2196
294597	Bordj Bou Arréridj (tỉnh)
47905c6325cb71fe574c4c89e24dec0a	Nhân tính
3410681	Cộng hòa Trung Hoa
41593	Nguyễn Tấn Dũng
37558	Algérie
f573e322239a1179db4e0e00547404ec	Anh-Pháp phong tỏa Río de la Plata
453738	Niên hiệu Việt Nam
94141	Patras
89669	AK-74
1407408	Chia cắt Việt Nam
a951db83c09fb5d434f2a4503d5e0f7b	Lahn
60820	Chư Sê
4055	Ngôn ngữ học
103089	Nam Hà
9993166	Encyclopedia Americana
c849a56f685887a7b63bc842df27ef90	Năm thường bắt đầu vào thứ Sáu
450953	Jürgen Habermas
468769	Tirol
416466b96dd677deb1ac6a6a29036922	Aloys II, Hoàng tử Liechtenstein
25309	Newton (đơn vị)
20606	28 tháng 10
8475	Huy Cận
79dbe42d24acf02b8afba73e56d7222e	Công Dương truyện
4616	25 tháng 4
60719	Maria
506340952c4dce614d87750567a417f0	Bielsko-Biała Voivodeship
c1242a6ffd611ed35f290cbe9068a8d3	Seowon
2602da968af759a81e2ba866afb54de8	Thể loại:Mất năm 1877
26865aed73b4be987be822b83e7d94ca	Badwater Flat
54914	Barbados
85297cd105c2bd315477c73cc8c7c85e	Basic Books
810345	Diễn viên võ thuật
4b09fce4ebe8af4b8976ddf5dc4f6307	Bàn Văn Nhị
b18dc16870c1166df120057f538ce3b2	A Musical History
92e31723f8501813a6d8c341fa052a0e	Atlantic Coastal Plain
232515	Mashhad
c8bad80976f152153d6ed583d520dc59	Bảng chữ cái Bồ Đào Nha
3365191	Quốc tế Cộng sản lần thứ tư
778198b11555807071a6664e45e0ae99	Kathak
60905	Elbrus
2e3f3ca21403e7ef160b3969f6a2ab88	British Gazette
3bad111a19df5707582b84cfa027fbb2	C.Mác
9308a5b4d158bcebb0150758e639e363	Aram Damascus
e91b88ac66105e7a58c7a6cb3dfe44f2	Biểu tượng quốc gia của Việt Nam
194348	Edogawa, Tokyo
60866	Biết chữ
5365ff8b9e535d9a2fc9a4d17395e16f	David Kefield
3695302	Nguyễn Hữu Cầu
436775	Fritz Pregl
396504	Hans Fischer
1553343	Hải dương học
76342	Dịch vụ
20450	8 tháng 8
528984	1610
3195859	Hành
4eb8ec30c24a12480f28b4ecd82742b5	Michael Everson
1141032	Deccan
4563	Di sản thế giới
248190	Cuộc nổi dậy Lê Văn Khôi
450954	Giáo hoàng Anastasiô IV
79a1017790b091addc071d7b83bc3c3d	Luật cảng Boston
057e259a478785198da84731eef428a4	Chiến tranh giành độc lập lần thứ hai của Ý
3263366	Chủ nghĩa Trotsky
99d07c3936e7efb147662430723ce178	Alessandro Stradella
90454	Gốm
101359	Châu Tinh Trì
643336	Anwar Al-Sadad
af0bb5170d3444155a04296a38655f89	Clarinette contrebasse
139433	Franklin Pierce
17822	Ja, vi elsker dette landet
62115	Phía Nam
128703	Hồ Ontario
5632	Axit
ee0b8b0d89dfe50d6a62f76a40e9eeef	Le Dauphin
237961	Đường ray
22a651dac4c04ce6f96f910eb5fb471a	Vi trùng lao
b0b5d57446b2cc2d2089dfe07fadac5a	BAKSAL
525854	Cicero
56eed12327191e87aed70a7b4dd6ffde	Mathew Brady
c70121383328975f8063d73530812d9e	Công ty điện ảnh Quan Thoại
7c57bb0a9175e94c8ae4c2feaa09d475	Bernhard Vogel (nhà chính trị)
29b3c2bef3496386afcd8896621cbaf0	Ben Logan's Triumph
18758	Chết
540514	Coimbra
c16eb74be0a371ca642b3f1c8ca0ac46	BoKham
20292	22 tháng 5
d9c77aab4c11025aab9dc0581691a678	Agstafa Rayon
c6b7193eeb955afc810b6b5433c71ea3	Robert Field Stockton
120458	Carl Spitteler
53417	Càn Long
44142	Mạc Hiển Tích
a4fd83373ab1f9b55150b4cd1a0d6e61	Boeng Preah
528915	1750
c5952e96bab4668ff0fe788cc2c65628	Biện chứng tự nhiên
eb4a71990ae714e6337bd70b29c55b5a	Monitu
3b788e73b091aba1a628433463b50f37	Cap-Haitien
400862a9bdd98fc38b764200aa58109f	Gerald Abraham
81827	Bảng Anh
58425c62959ee9943e1c800db85067cd	2006-05-27
235cc00bc15138478197775072a5bf4e	Cosimo II de' Medici, Đại Công tước xứ Toscana
0ec36ec4cadf94d3d608b7a5f5e0d45a	Belshazzar
0c8e797c37d974a9e87b1585ff5ac423	Areus I
151863	Việt Nam
1243319	Cự Khê
527240	Thể loại:Mất thập kỷ 50 TCN
25218	Bóng đá
827713	Hương Sơn, thành phố Thái Nguyên
f2112c8282a7f51b326e08cd866790d1	CBS Corporation
120016	Alexander Hamilton
8723a554dd1d18d4cf83dba98c3f1a01	22 tháng ba
2a230f63aebb74079ef7b33daaee3351	Bahamas President's Cup
a44d6a63813265727fe2129431014aad	Chỉ số phát triển về giới (The gender-related development index)-GDI
85334	Củ Chi
35898	Enrico Fermi
53742	Thể loại:Mất thập kỷ 1620
1251519	Phú Diên
16bf17b1eaea491ef2e320c1e64a8864	Giờ tiêu chuẩn
2295	Berlin
dab44574b084cfb08c426cc9be7cd966	Human Development Index
384168	Chính phủ bù nhìn
3180219	Hiếu Trinh Hiển hoàng hậu
232083	Nguyễn Lương Bằng
529941	1277
6ba7247407bf12c810e9ba4520840275	Arthur Drewry
8a907f3e636f753e2bab0217587fa4ce	Tam tỉnh lục bộ
20711	28 tháng 12
fb30696aaec56f6a18fe5c01cd7a8307	Louise Whitfield Carnegie
392164	1831
103940	Bàng Đức
3788e396b7ad00a87628f56c5d4c64b8	Axit anthranilic
f1489dc9baa519973e59e39edc1147e6	Archduke Charles của Áo
565144	Ardesio
22bbd4d46dad64d502d8eeba811601bd	Gustave Jéquier
93288	1960
9776	Thượng thư
77212	Chủ nghĩa tự do
a4ace26a7ac9c85105440277c0692c2b	Lady Inger of Oestraat
53774	Thể loại:Mất thập kỷ 1770
120260	Henryk Sienkiewicz
88777	Bảo tàng Mỹ thuật Cung đình Huế
111749	Bóng đá tại Đại hội Thể thao Đông Nam Á 1983
079f5791ede4a14dec3d1c0fb3f1d413	Bi đá trên băng xe lăn
2459723	Centre national de la recherche scientifique
2361087	Quốc kỳ ca
11815482	Antoine César Becquerel
311608	Bad Tölz-Wolfratshausen
2428976	Eutheria
9cc5815f431e7dacca890f39d60e2824	Lucius Gellius Publicola
6bffea730b707a8cb562fafe9c081b7a	C.G. Jung
15183	Sức khỏe
16241	Danh sách người đoạt giải Nobel Sinh lý học và Y khoa
d19edae09f751312cbdc745596ada786	Dịch cúm gia cầm
287ec1bf05c510d1c3977204bb544ef3	Thể loại:Phá hủy thập kỷ 160 TCN
47457	Giáo sư
820287	Christopher A. Sims
77027	1797
1478432	Ourém (đô thị)
63355	Sơn Đông
cc85fb3c2aa6606455eb7b240f526c1c	Kinh mạch
3642347	Bắc thuộc lần 4
a41b7f46526ac1bf3adc4f0091b370ab	APEC Indonesia 1994
0390b2f0b3a8d081605a2225c222ea5b	Ferdinand Eisenstein
445934	Galileo Galilei
3c2cced3027132368ebbfce3cc8a500c	Benvenuto Cellini
20131	5 tháng 2
1699431	Những định luật của Kepler về chuyển động thiên thể
3712742	Sông Tungabhadra
29430	Kiến trúc Hy Lạp cổ đại
279999	Chianciano Terme
9349	Chữ Nho
116040	Dublin
26a5bad2b97efc31e30ebff98f1f46fb	Death by misadventure
529576	1581
e3a686842c844e79e6306177bd8cc37a	Danh sách các thành phố tại Đức
2354223	Chi (chữ cái)
3508784	Ben Feringa
7782a6830380541a9641b8c734ce117f	Aahotepre
529258	1642
828011	Giải Hòa bình của ngành kinh doanh sách Đức
d5143043af783e21a987c011531db245	Thể loại:Phá hủy thập kỷ 1750
2272237	Alfonso el Sabio
117292	Arthur Wellesley, Công tước thứ nhất của Wellington
37560	Bénin
3389210	George IV của Anh
183321	Tỉnh của Pháp
2451701	Orfeo ed Euridice
52290	Trương Minh Giảng
814618	Amersfoort
797898	Byzantium
016749392852dacfb206c590a8117c71	Các mạng Kỹ thuật số
4f36eea4dcc61d5d3d8a180a6a49f841	Danh sách hạt lễ nghi của Anh theo dân số
e772da1bcbdfd9e97737e7d1b68e26d1	Bùi Thị Thanh
0e89c1f0876883b0aa683ddeac272441	Bàn tính La Mã
128211	Châu Nhuận Phát
28419	Este
90187	Cách mạng Văn hóa
186187	Hán Khẩu
350298	Metro-Goldwyn-Mayer
461373	Auvers, Manche
250b82a9fa92ec6f4431b3c9f531c500	Bacalhau
410577	Barbara Stanwyck
20121	31 tháng 1
548789	Lê quý dật sử
392221	1860
3fc559ed6daf3697aeed43cbb348e1f2	Allada
104581	Diên Khánh
450749	Giáo hoàng Alexanđê II
f5bc578807f5df6d46b8f8d21cf53204	Corneille Jean François Heymans
1262496	Kerguelen
b5c66285f04ff96c0457b4f82c6e9c13	Fuga
7795726	Quảng Điền (huyện)
611bb33e83b1ab81f299586cc2b49c1b	Charles Devens
63876	Bán đảo Lôi Châu
807645	La Plata
124376	Hạm đội
3709213	Adrianople
3637063	Hát Giang
173027	Cổ Thành, Lệ Giang
1243492	Diễn Cát
f682892322e0df12fa41704c4bc30551	Graciosa
1519915	Bóng đá tại Thế vận hội Mùa hè
256264	Mahmud I
20361	26 tháng 6
687d12026849d68f2aee6c8f3668b251	Trung Ấn Độ
253251	Cám Du
529236	1624
a135aacf410a9e240423fb103edfc5f9	Bùi Tú
f8fb7caf7e592d2c1ef778a83ef4560e	Maryville, Missouri
803607	Inés de Suárez
e3a655782ad91656d7efc08fdc87bf2d	Thuộc tính
818595	Nhị Lâm, Chương Hóa
145943	Robert E. Lee
7bd0526a1c912c2276070d547f8c03ee	Tập đoàn YKK
41d6b42344f02246eb9304d3b1b55c95	A Short Happy Life
2431131	Bang liên
526737	Charlotte Amalie, Quần đảo Virgin thuộc Mỹ
a6b6380e516472d243b5e9d5a782f5c3	Boniface Alexandre
1260083	Kaveri
529913	1250
8e75bf924ff88378c0939ee97a12eaae	Thể loại:Sinh năm 1370
20216	15 tháng 3
733d9b41aace4450c4881b9a0c631e53	John Gabriel Borkman
529001	1615
9e7929636b77d1c37b2b4ccd045304cf	Chữ Naskh
525833	Alces alces
52466	Julius Caesar
252704	Aerogal
392148	1822
e175a77167f8bb41de7baed99b347892	Annibale Frossi
7ba6c5b216a182538c9aec6ba9738adc	Atlanta Rollergirls
103193	Carl Gustav Jakob Jacobi
35907	Tỷ phú
024f3b668b6dd34c16b6566712efeab1	Argentina in World War II
ca21322fdef5f0cae53e00a39302982c	Bóng đá tại Thế vận hội Giới trẻ
9927990	Hiến pháp Bắc Triều Tiên
3426181	Bóng bầu dục bảy người tại Thế vận hội Mùa hè 2016
398667	Bóng đá trong nhà
e85906d79d62c586939150dd58f48a85	Chechenya
febf5c1ca6e49373e9b5e85e18f6271d	Bach-Fest
578346	Thập niên 1420
530447	1471
99282	Nghệ An
1279648	Thập niên 50 TCN
2477	2004
523799	1781
f7d8cdf7d102c360e32e6f7019a2cfc8	Artesonraju
343951	Thuốc Bắc
39578	Armenia
523984	Thế kỷ 3 TCN
3259575	Harlem
c39b986bb08c6f745d95ccc0adb53613	Bound to Rise
214074	Chung Lâu
c39e2d6ed16bf3f8fd3c4bf4da177172	Carolyne zu Sayn-Wittgenstein
1ede28f33257f9fef48a17e0e25cec00	Công sứ
d0187059c42eebe5553c334e03c26402	COBRA (avant-garde movement)
