1519217	Curitiba (định hướng)
42234	Hậu Triệu
3261445	Kinh tế chính trị quốc tế
b2f34ba0d2164ae40dab7d537978164a	Cheonmachong
370316	Danh sách nhân vật Chiến tranh và hòa bình
266119	China
c12c13c5183fcc02cc8c294d5afce929	Buaytha
1682866	Berylmys
1127335	Cao Ly Xương Vương
805865	Người vượn Java
7819991	Dấu vết động vật
a806102f38eaaa51e09a4736f52cd9c7	Executive Schedule
0d9e92b2b00cc744fa01c914fbcc52db	Basalt fiber
455235	Tà vẹt
330258	Ngày Quốc tế Nam giới
64195	Đế quốc thực dân Pháp
473917	Bùi Thị Nhạn
fe210e898c1eb56559ed48e48b7335b7	Danh sách môn thể thao sử dụng ngựa
201436	1872
78004	Ngũ Đại Thập Quốc
3372796	Lịch sử Phật giáo ở Ấn Độ
7b52cd4015b33ed6f4b645dc1e62aed6	UTC 0
108745	Bóng đá tại Đại hội Thể thao Bán đảo Đông Nam Á 1975
37899	Bánh gai
294633	El Taref (tỉnh)
184480	Lâm Quế
12801	Sự sống
1b59b5fcd0e95f729a981358743b4bb0	Đao
e399216712dd1b41a81f0c98ffcfa11f	An Autumn's Tale
40ac72b76be2539ce17872ac3454b584	Chiến tranh 13 năm (1454–66)
106180	Axit cacboxylic
5664	Lịch
26702	Chelsea F.C.
152594	Kim văn
62822	Honolulu
03b5b7b10f0a24b4e475d25f2c73fb4f	Barnard E. Bee
d4ebcea4642b6eded0e76c4518b9b377	Các núi Appalachia
2260808	Frederick Soddy
2fcb9e513ac4f9d4bf93f59cad51e634	Francisco Adolfo de Varnhagen
3501211	Góc phương vị
c37bf62449f71007ce95867d9e3d3cf0	Mùa sương mù
530946	1367
58161d9105784593a94b77e955842ce3	Môi trường ôn đới hải dương
902e709a5465c2091d9b617d89fe7a7d	José Nicolás de Azara
74ad2537d2538f40981588ea7ca01ed8	Challenger Deep
821fbf8dc4fdf20f7179de8888d02a32	Genki
55006	Lê Quang Đạo
300212	Cảnh Thái
5126a42c8eda454257eddaaab092b06f	Bóng đá tại Thế vận hội trẻ
259252fbfb1436b35ae482be75ae4f48	Thể loại:Thành lập thập kỷ 1570
5ef2e898d114931fa1209f6abf31ea79	Cầu Sungai Johor
bbd3fe6e243cee25c350fec4e6da897b	Lịch Darius
416756	Bảng xếp hạng bóng đá nam FIFA
65f15084787393bac75627505cb13a22	Quy Nhân Trạch
2440719	Hồng Nhân Can
3569437	Santarém (quận)
3254416	Brunei Super League
2e25c2f785d5d6d2b24213254222b312	Công trình kiến trúc
60545	James Cameron
8b3ab1f7792e1637a1f3bdf4a6d16310	Recreativo de Huelva
41583	Chiến dịch Biên giới
6ec577ef01059058421e78c074c0aae5	Barbara Frischmuth
04a1d25ef28909c621288f618f34a5b9	Banteay Daek
57956fff5ed77363ce81a592697b0eaf	Asano-gawa Enyukai
276255ae02e40eb06eb488d7b5d6d010	ISO 3166-2:IN
eb4a71990ae714e6337bd70b29c55b5a	Monitu
bc18cb39a6203cbfd7cdfff8688e91a7	Barnet i Graven
184495	Hưng An
820138	Thái Tân, Nam Sách
03b909e7f65c174a35835932c1308d19	Bir Mourad Raïs (huyện)
107775	Ea Súp
25516	Viễn thông
1251886	Phương Tú
6e183a2bbba0c7465f1429b4ba38d336	Brunate
231910	Trường Thuận
c1f0fff371c694445ac7ec0e853def88	Nippon Budōkan
fd7bf8f11bda99d28fdae1cb4b8cc576	Cơ sở thống kê
821bbe7c9a2ee334b59036e83fe58571	Belisong, Antique
123ebf67b5f783598b97c9c808c59e67	Kesswil
68290	Napoli
e9b2554dabaf30ffb2184753e08233e6	Ciudad Acuña
2fec6deabb14753b200b7317f6614943	Liêu Trọng Khải
63966	România
f996cccbdf43ff4df9cca2810f6e8ea1	Danh sách nhân vật trong Lộc Đỉnh ký
422525	International PEN
66b41d09fb49e1338316b2148fc0fdfe	Leggiuno-Sangiano
20224	18 tháng 3
571737	Charleston, Tây Virginia
b2c234226af483e9361ee5df77429238	Carl Fuchs
500426	Amazonas (tỉnh)
9465bb6199be5bcd5a9c6430c81d27b6	Thể loại:Sinh năm 1478
530135	1105
7eeafd765414c9b2e62f0ca8b35bddc6	Aleksandar Karakašević
3710aa847fe37ad6deb3a1fb8c74404a	Caracas FC
3643634	Sắc lệnh
1523273	Nam Hùng, Nam Trực
a9ed7b1493248a1582589af8c5339d99	Bản phân tích tượng hình của mạch điện dùng rơ-le và công tắc
66707	Việt Nam sử lược
73a76baedfac261d363601c80c60e216	Clinical death
529584	1573
0c48e2114e79527c12f4d6f2787ac485	Chung kết FIFA Club World Cup 2017
a70dd4e5d1fd94444c81b22f45904ce7	Vùng của Eritrea
f58950ec6667b981f98f50f1951a7233	Delivery Multimedia Integration Framework
9894	Cello
80fe437bc6acea7c10d9c719cb7759ef	Người bảo vệ môi trường
3662	TCN
ac5a31b88beb64d2fa015430e542832e	Hà Đồ
119317	Thủ tướng Nhật Bản
d43c9b605522c8000d73ea4f988862a9	Ban Chỉ đạo Trung ương về chương trình mục tiêu Quốc gia xây dựng nông thôn mới (Việt Nam)
72ad62ff5ebfcd376fc414bcac124689	Ammolit
2287782	Chiến dịch Nam Kỳ
fe2538090d36f38250675e4f27b63eaa	Chùa Tây Thiên
2de7f8c9994075bed89c65b9783db273	Dấu nối
2393233	Điểm nút lên của quỹ đạo
4708efff4b45cfed6d698c418609d264	Annibale Padovano
12992	Chỉ (Phật giáo)
4591	Hạ Long
7cbff88dd6c5d63c88ebbbbd971ad3c5	Thể loại:Thành lập thập kỷ 150 TCN
f01c32588c8612ed96ff55fb8d6bb18f	Binh đoàn Cumberland
97074	Hồng quân
2690	Kinh Thánh
94f573024963b0cf0897be0fcffa2d2a	Lịch Ethiopia
3284468	Kompeitō
89737	Cung Thủ (chòm sao)
524286	Castilla và León
511391	Christoph Willibald Gluck
9bffed9c1d1ce2ffb94f0caac470016c	Thế kỷ 2 TCN4
1091232	Tống Tử Văn
31977	Mười hai sứ đồ
edc3ffb805120e1227bf3ba52d367bb5	Little Saint Hugh của Lincoln
813e6bec9464f741efa8f5fee3eabc7b	Death education
4b944b1b325a63594c923953727a0835	Barangays
bec605a55710185c08c1af28ba96e756	Phá Đại doanh Giang Nam lần thứ nhất
320224	Biển Bột Hải
f32377a8adf3441cc7e52b004925ec81	Anna Trương
1250948	Nam Trung, Tiền Hải
39930	Chất dẻo
5ad5a8345948a345691bc2a380b044ac	Giờ chuẩn Đại Tây Dương
321817	Chiến dịch Cờ Vàng
1537135	Công tắc
3263761	Athena
d5d5c5293d8c9816dd4f5a6a8b9c03d8	Mưa rào
42404d6a321f6d701255dac2132cfee7	Henry Stanton Burton
27006	Napoléon Bonaparte
5298	Chúa Nguyễn
1bc95296763444ee6c9fe1c4f7df2b64	Hoàng Việt dư địa chí
fdb079ae7a5cec250f269329d7b8362b	Game of Death 2
20339	16 tháng 6
799066	An Phong, Thanh Bình
8107afed33e602794907e54aaf4a5a22	Georg Steller
642095509fce61082f027fa9066f46af	Cardinal Secretary of State
562510	Luiz Inacio Lula da Silva
1f1e6627f0b9017ed0648dde1fa8b235	Gấu mặt trời
41716	Thiệu Trị
41729	Dục Đức
c788db04161f78bb556f4c9d1c7bd1dd	Max Havelaar
3ecc3008bd62dcf8e2d77fd316517a8b	Hội chứng Budd-Chiari
80461	Euclid
4227	Bước sóng
23667fc76d79d9ab0fdd2d24c7d22cc0	Hội nghị bàn tròn Hà Lan–Indonesia
250195	Ki-lô-mét vuông
495357	Bát Tràng (xã)
2ebc05ea049df28115e913bda81a7847	Business school
556463	Dị ứng
97796	Anh Sơn
19551	Thể loại:Sinh 1718
79dbe42d24acf02b8afba73e56d7222e	Công Dương truyện
81ae9618ac4ecf6641edf8d613163c27	Bossaball
74212	2010
3264925	Asin
7f2f3b9e4901d0595855ffe25128d11f	Benjamín Mendoza y Amor Flores
7716402	Britannia thuộc La Mã
30010	Hưng Hóa (định hướng)
b955baa010f0c8aff555d32cf1a33501	Bergstadt
562876	Câu chuyện về cuộc hành binh Igor
865078	26858 Misterrogers
20390	10 tháng 7
d5bf04a8a8ce58a58e6bbe1c58380e00	Sách Barúc
185988	Các cuộc chiến tranh của Napoléon
530829	2014
27355	Bính Thìn
3b3ae724d25b13474d426cc13e2c28ed	Bãi cạn Walker
786132	Hoàng Hưng
2e54c0d6cc8ca969c0d2c0814efa25b1	Kì nhân
1244172	Hà Phong, Hà Trung
42166	Cao Lỗ
13875	Năm điểm cận nhật
2417915	Andronikos II Palaiologos
368913	Bút hiệu của Hồ Chí Minh
019c736820a27f5279ba534b13327942	Ngự sử
571669	Cận duyên
5173e100212af399142d82d392f24df6	Bộ lại
3686229	Alan
5c6bc9204b93c633ae9dd640ee3bb533	Hệ thống thuế Hoa Kỳ
2398212	Bộ Chấy
1241229	Kiến Châu Nữ Chân
7543b98c1c867dadfc4f69c21d8bdb89	Colorado municipalities
06e559230dbb974b9df9a21133686b4c	Castoroidea
be89b0ffbae95a819c026a287fe8ba22	Mainz-Kostheim
783987	Rio Grande
395973	New England
289122	Barrême
fbeb3f808741e9c32f786043e0c7b9cb	Lạc hầu
815525	Korla
c6483f844c95573ef6b816a7974f4f27	Christina Stead
1353	Toán học
253734	Rodentia
8af4de05df17002c6f705cf54f281261	Các quận ở California
11121296	Al-Hasa
a1df06e8311c38b2a2d96b5aec31a4ef	Cuộc rút quân khỏi Fredericia
11b7fdb9933755e61943abf8d6354a13	Cây leo
fde01a77c268789c1a4b86b937ef9584	Anne Marie of Orléans
ba2bf6b1e2b95039643955b81d3867b4	British standard pipe thread
b634c0e15d82f35bcd79360489fbaf34	Albert Hackett
410197	Anh em nhà Lumière
34390	Bom nguyên tử
ff3c7d86811bf58b71ca14205be4632b	Chelyabinsk meteorite
5051a40a696e8b6e9d0c9710191ea6aa	Bộ Doanh nghiệp nhỏ, vừa và khởi nghiệp (Hàn Quốc)
de2a559040a9ef1b11a483f0c4f04a6f	Close back rounded vowel
3db9b505599654e5e81ed22487ad32f4	Thanh quốc sử quán truyện cảo
63975	1977
216218bfd9f51f6af2e7fdfe85747725	Vi đồng phôi
815179	Benasal
260917	Arkefly
107087	Mai hoa thung
2429495	Bộ Ngoại giao
ce06ba34d9f1421fde11cad224eda31f	Bel-Air, Los Angeles, California
3866	Au
97bea953e48903ae31c229365140e499	Borgetto
578350	Thập niên 1380
520013	Cổ khí hậu học
42993	Huân chương Độc lập
365543	Bãi biển Sầm Sơn
3250427	Time (magazine)
361028	All About Eve
98905	Sân bay quốc tế Portland
f72f206a672fedc9cbe8defce3ffefc0	Cờ các bang Malaysia
643a27aaa8b4c7372992a973e1ff47e6	Thọ Hưng Cung chúa
9302672247611fa626cf630f1259c759	Anna Amalia Princess của Phổ
0b7c1acec8b7a6799edf90aa13e8ad49	Phân chia hành chính Peru
3013acc9eb5e2820c9606a4c7d0f3ae2	Alan Bates
1daedc74b93586aee0ea2f27bef98b53	Thế kỷ 24
820496	Ann Arbor, Michigan
28af5dd8a4b2425d0202f6329b7c2ce1	Chính trị Iran
529197	1557
fcf7a9f6e825041df4f03aaa85036b9b	Thập niên 1070 TCN
0806a229673aac34e7e8912ed5a10c71	Al Bin Ali
ed65893fb4119af8ad540f6a0fd60da0	Hải lưu Agulhas
a0db5e6ebe8ffbdb8ee9d60f340cd86a	Hội đồng Lập hiến Ấn Độ
8d800822e5b623ebeb30e4dcde1d29ae	Danh sách Di sản thế giới tại Nga
66c64bb4135684067ba3b3682044ae06	Hệ niệu dục
67c273b95d1d51bd7702466d3ebb551c	Carl Scheibler
250490	Biển Ceram
3263786	Bộ Quốc phòng Việt Nam Cộng hòa
455163	David Petraeus
78327	Điện
3228149	Biển nội địa
3168791	Bundestag
1297625	Giống cái
37499	AFC Champions League
b7094f48f81cb510dbfd3a5147a56ef7	Evere
418333	Ada Yonath
2c1082af3d10a82c1f094df048806605	Phát âm Tiberian
1400128	Balochistan
cfb3ef6dfe5eb67d95c610e2629a3100	Sarpang (huyện)
3b927ee6dce3a887e3632ad557d6d569	Song hổ vĩ côn
258191	Trần Gia Hoa
49664	114 (số)
d70761e6d8aeb1947cc5f18be30981f1	Matrouh (tỉnh)
a2aa492f21231516f0a12b514c3a7cba	Jive
b5ccb0d6e3a0939789ee9124290e3e08	Hiệp ước đa phương
13437	Hen phế quản
d6b0be73eeeed2af9f3d1601e392ad21	Barbican tube station
3173545	Apollo 13
a1aeac964c16c18d36d8b10b14f43c00	Paul d'Aiguebelle
252915	Ấn Giang
dce07851a3cf4df63db3bac5a55e1a9e	Thể loại:Kiến trúc thập kỷ 1010
15713	Chương Mỹ
fd28456afccfd1705e4fb44e13cc50a2	Wassaja
290108e65d0bb24c016beb9c0569f474	Nicolas Roeg
7fd9947109588a59784a2712988321d8	Castelseprio (công viên khảo cổ)
199429	Địa y
0cf68953e0350c8bdc7b791722101b76	Đường 1 (định hướng)
543936	Rạp chiếu phim
134479	Thiên thể ngoài Hải Vương Tinh
127338	Pháp quyền
1279674	Thập niên 310 TCN
20716	29 tháng 12
9d47e31220c4840eaddfceff0c6f693a	Quận Nam, Israel
4aef9618c84ee96b722ca6fd55fc84ac	Mathematical Association of America
236567	Lê Lựu
794900	Charles J. Pedersen
3647765	Francis Younghusband
d3ad577398eb94571a4a1a315344e24c	Dra Abu el Naga
40515	Bảo tàng Thành phố Hồ Chí Minh
31172	Dân trí (báo)
253135	Giang Đô
1ee1bb632d3c3f5ec1389d5ab3feacbd	Cục An ninh Quốc gia Ba Lan
c1dad3e86ee84e77a32e9432beb352d0	Chõng
302cd4a11235d123ea6e16afb01dd3e7	Chu Đại Điển
38855	Hindu giáo
124571	Lịch sử châu Âu
531895	466
7e1a719d71fdea83e50a34a658c7fc2f	Al Qadisyah
270630	Cadorago
323dd7f97de3978cea49961cfff5fd12	Kẻ vô luân
19478	Thể loại:Mất thế kỷ 20
231448	Gjerstad
20236	7 tháng 4
19344	Thể loại:Sinh thế kỷ 19
9293397	Lịch Dân quốc
8e46445d410d4fc1c05ecb186616b25f	Boomerang (EMEA)
af65fde92bdb5d099eccb90bc3dc71f5	Bản Kỷ Toàn Thư
65a341fd35e140309c172014c585f825	Jesús Ramírez Rangel
039ab682f3d19a71f628ccf2ecda37f1	Ammonium iodide
3289625	Mạc Đăng Dung
f762108229daa0abbfef3c1490a37d0f	Bebop
210038	Cộng hòa Hawaii
51623	Tổ chức Hàng không Dân dụng Quốc tế
55946	Trịnh Tùng
107892	1921
a94d3e05fac11a8d6da5c7388db47530	Baron von Steuben
71361	Carcassonne
2a878683970acd454ddcf184f18a0b63	2018 in aviation
234501	Ismail I
eca7af6be29b6386f354386dac8fc274	David Malouf
9bc7b4e5c4510b514426ad04e24fc78c	Biến đổi khí hậu và đói nghèo
ada78cae78109830ba395f9f5866517e	Bi sơn
1522850	Lão Hộ, Yên Dũng
5caa71d62287a149fdedbce6c7dd0e33	Lịch sử Mali
368909	Horace
3179617	Cối (nước)
146294	Ang Duong
99314	Dakar
814501	Online Computer Library Center
286543	Bến Thuỷ
532123	425
541325	Trường học
308356	Hòa ước Giáp Thân
172852	Cảnh Hồng
7569	Kawabata Yasunari
465cd6c3272feefed790541a36cf3a83	Huyệt
826477	Chiến tranh Pháp-Nga, 1812
efc7f600ea250bd74b8d4eab1641b255	Alexander Stewart, Công tước Rothesay
98	Việt Nam Cộng hòa
8d3812b7bd898294507d4aff287502d8	Cheatgrass
446424	Đình Thới Sơn
52727	Chung thân
8b756a12ca6155a3a3386e269d8358a1	Akiyama George
82726	James Madison
5cd95526dea1465b821f300a15d84ec4	Catalan People
132015	Điểm
20481	26 tháng 8
152406	Beograd
1244403	Hòa Bình, Hưng Hà
2452693	Bóng đá tại Đại hội Thể thao châu Á 1982
83779	Fresno, California
403963	Eo biển Sunda
62212	Lê trung hưng
1681709	Quận của Pháp
189488	Cao Lăng
e982240ffdc1102f748caa0ac55d02da	Freiburg (vùng hành chính)
46721	Hoàn Châu cách cách
30160	Malaysia
6b20e134424aef5ec12f661aecb42275	Don DeLillo
1eb8f8aad0536437736fe3a3b1769afd	Wilhelm Weitling
71041	Corrèze
8803	Quán Thế Âm
2360386	Giám đốc công nghệ
11197	Đồng Tháp
269707	Benaocaz
4147	BE
53794	Thể loại:Mất thập kỷ 1860
6eda99749ace6ba16dd2b486ad187dd5	Kenpō (era)
75525	Lam Trường
119336	Bộ (sinh học)
1946975	Myanma
412727	Ả Rập
f5d575acc083896237d0512db11062a5	Charles Cornwallis, Hầu tước Cornwallis thứ nhất
756ab4211ec9035ad00aa8e66de5fe39	Danh sách mộ phần giáo hoàng không còn tồn tại
0d2cd1f25dd053044f872bd213fb1346	Thể loại:Thành lập thập kỷ 1040
e44d6783f1d553ee4d1e8b9c6938deec	Phong trào Dân quyền Mỹ
820012	Chiếc lá cuối cùng
5f7877a311278375888a3e9aeb5e0cd4	Anh em rể
1478276	Amadora
cc874c0154c2913db9dfd8fc0e5d396d	Al-Mutawakkil III
578312	Thập niên 1670
07d31989908886799ec7b63713cef9c4	Elsie Vaalbooi
d0a29306a68be89b6b6dcb737b1c00e1	Bong bóng địa phương
e233fe37924514309b3078184a2d21bf	Alexander Wheelock Thayer
821271	An Đông (tỉnh)
915529	Giờ Trung Âu
802818	East Sussex
3390136	Pacific Daylight Time
5641ded5c6ae9a17a4f5a6653886e4ff	Alta California
3520519	General Dynamics F-16 Fighting Falcon
8ff146fdec147b9ea0b98765810545f4	Al Quoz
518055	Di sản tư liệu thế giới
578304	Thập niên 1740
08a10b025493f7c2f0b8d5e93d72dac3	American Meteorological Society
187860	Bảo tàng Guimet
2fa6161e1ac613367f0f9c93f8bfd48f	Trường phái Êpiquya
1024218	Cao Văn Luận
e0e305997527663b02f21dd2bc63f8eb	Haemus
fdb12938bea58d515438fe0f926f9166	Sarnia, Ontario
73180dbfc36779427c784445e2eb7621	Emil Nobel
304448	Chính phủ Trung ương lâm thời Việt Nam
9c5003ea0f7f9760391e9f38b1edd119	Năm Pháp Tu Đại Thủ Ấn
278904	500 album vĩ đại nhất (danh sách của Rolling Stone)
1242765	Bình Nguyên, Kiến Xương
901ba238c529c73370feddc36596a377	Bóng đá thế giới ngoài FIFA
7a0c16de64ac1d8140298180312a858c	Azerbaijan First Division
2299303	Aeranthes
53c48c90d8fa5ab3f66c10b3bc7ca399	ABC-Bogen
87917	Don Quixote
35820	3G
3645954	Nam Dakota
1262778	Đại Đức
800348	Tòa án Hình sự Quốc tế
800780	Bar Kaev (huyện)
532200	396
303d1dfcb739eaa0c58cf341ae9a35d8	Cao Đôi
fea0ec8ac2715c75c6df08d4325126dd	30 Seconds to Mars
442580	Bazian
739e0cbb7bc170e98091d85caf550e38	Adelaide xứ Susa
92d1861264c90365fc272045e764e1e9	Jacob van Neck
529316	Biển Hoa Đông
b289ca866e3c12d3ff175fa6323a752e	Alexandre-Théodore-Victor, comte de Lameth
79e0dbe7445844e8b4aa9f82518e64c5	Gaëtan Van Goidsenhoven
259605	Mohammad Khan Qajar
c469c3d1b665c72d85dd8c40c13f1361	CanJet
544104	Nguyên âm
6fd47c37e656bae8fede46c06829b5c4	Các ngôn ngữ Judeo-Ả Rập
185635	Morava
562587	Augusta, Maine
ece072974079563edf043cfbfb157376	Bureau of Economic Analysis
74a05daacb7b97b86a4ead9508dc707c	Chiến tranh giành độc lập Ireland
2b1f94ef23b79bf90eb891cae1df7a90	Book
6e834c276adf3cc25fbcff8f60efe34d	Blanche of Lancaster
f55c3215ee78201704b7d5569174b647	Cộng sản Triều Tiên
e17f0f06e4c3851fdb17bba1b176fd6d	Huy hiệu của Bovenden
1250056	Làng Giàng
27309	Giáp Tuất
cad35fdf2570784ae23745a53d92c7d2	Bogota Metro
16925	Biển
e1ec8d6ea92b533116a5be5d02bece8c	Kito giáo
56b21fe04ba1a26d31ebf0da8f4e9276	Aventurine
441875	Chosŏn'gŭl
1e8c391abfde9abea82d75a2d60278d4	2154
46614	New Hampshire
ebcd8d3c52d5f1d4ac3d9d984ca071a7	Chauvet
68233	Tài nguyên thiên nhiên
11172304	Chọn lọc giới tính
459992	Tiếng Bengal
1f7793dfd572f1512b23628927bbdc55	Công nghệ giáo dục
79870	Antoine Lavoisier
8c0d01fe8da4c54e975c4e4aa482a11f	Mã kiểm soát Thư viện Quốc hội
4543	ASEAN
408859	Trận Biên Hòa (1861-1862)
84b10f7df3837b20fa91ab4c91a972e1	Algérie tại Thế vận hội Mùa đông 2006
188095	Tổng đốc Lưỡng Quảng
f6ab8413fd0b8393cfe878606ebd1388	Abdel Aziz Mohamed Hegazi
302006	Chùa Vĩnh Nghiêm (Bắc Giang)
797d92dfd2da04cfafc246d72c14f233	Carsten Frerk
316371	Bảo hộ
262050	APEC Việt Nam 2006
42065	BMP
261995	Castell'Umberto
bae445707f6deb2a31da3b9c57634b70	Denver (Colorado)
18cf35cb793e3c3db8e5da07c7949c0b	Alfred Atherton
183314	Mecca
10f6a074786f1e0c1fa53b8e797cd666	Berline (airline)
41807	Định luật hai nhiệt động lực học
77ce6b517ca8fb3db46e74a964860271	Đứt gãy Long Môn Sơn
a01e771ef3107278ef129048698a4426	Người Liban
c910ba89269f5f8af84a4526f94f2e2f	Chủ nghĩa duy tâm giáo điều
ee686452c887492822ff013d31924f93	John Garamendi
f75c359435c759755edb3931faeb33fe	Hàm số elliptic
7e10a926a7fe429e45e81150472daeb3	Biên chế
188467	Huyền Vũ, Nam Kinh
1536726	Hải Đông
493d703a42a029ab6c603e9585eb5318	Henry B. Mann
cdda45a4c1d1514b4753bbb2855fb3d8	Công cuộc sáng tạo
529355	Glendale, Arizona
ef0c890c28376746ec6447bc3e815de8	Canebrake (vùng của Alabama)
a47aa088dd4a0f0e9c3b2c51dae5ee2b	Ngày 25 tháng 6
529148	1526
10405	Thủ tướng
451342	Bành Hồ
103865	Adam Air
1243460	Đáp Cầu
62463	Scotland
20642	26 tháng 11
3133466	Felix Mendelssohn Bartholdy
83869	Dự án Manhattan
a503a5952b1c91275a5c0a8c0f48e8de	Erknere
20175	24 tháng 2
15767	Trường Đại học Tổng hợp Hà Nội
1614372	Doi cát nối đảo
98735	Kim Bảng
3f650dfd30853531203198b060f10a4b	BTV-MC Diễm Quỳnh
392242	1873
3389216	Edward VII của Anh
151027	Lê Khôi
307693	Ally, Cantal
0bf2258b116e02f7da3b918ddfd03ef5	ALU
2653dc2b364828a2d78365017fff5309	Góc trông Mặt Trời
306647	Budrio
357010a123df9524a8ee04ab0551d316	Cảnh báo lốc xoáy
387240	Carthago
8b528cf09f6a003575743d954ac48f29	Saint-Gilles - Sint-Gillis
7630	.aq
1d67ca2448531f6475806297be2eb548	Prakrit
df840d20cb73631e1d9879e59f5dd237	Serabit el-Khadim
9373f8b2f4f0ae28df3a1d00ff9ec152	Năm thường bắt đầu vào thứ Bảy
803541	Ch'ŏngjin
328849	Trường Trung học phổ thông chuyên Lam Sơn, Thanh Hóa
53625	Thể loại:Mất thập kỷ 1040
0a35b51496412c1540069e91c2de087d	Cyanea lamarckii
25af4afea56cf8a40c955c76b6d0222b	Công quốc Bulgaria
81cc8fb4598eb1f421e3aff1887851da	Dolac
796946	Các Khu vực Bộ lạc Liên bang Quản lý
e2ebda17f54c8705f78e6927926be48b	George Grubb
7526d2332287d2e160ee2668485f33bf	Henry Edward Manning
93b39d8674762fe1246251c8c166246e	Adolf Heinrich von Arnim-Boitzenburg
08cb251ba416676e6553dbe6c1a4f930	Dòng họ Valois
1523344	Neo, Yên Dũng
f74caaa0c0b947d1eb611c8f19721df5	James G. Roche
f5c633b4693da5096a5c0bf4c2ba2361	Florus
819419	Cape Coral, Florida
db426edcb814af3d6d8bbdc37f6c1cb7	Cái chết vì của hồi môn
1134b9221f8773479f40d21b085e8369	Ben Okri
99014	Ngô gia văn phái
315994727c9468b9f874487095573792	Château de Cheverny
5dad0b1fe6a7c56e1d6a3b4d5c1d1cea	Jacques Charles François Sturm
c31840e7c3733e71197d37bbd20ad9be	Giovanni Sartori
249854	Abbas II của Ba Tư
186242	Linh Từ quốc mẫu
530256	1058
273ab2d3a7cfeefd06740c79c244496a	Docent
016db5fe81ea353eba310852ea7def9c	Ion hóa hóa học
506362	Angous
454661	Bảng huy chương Đại hội Thể thao châu Á
e91e61fd9dd41e61d4aa557fbd630fd1	Joseph Lane
e4332d6b79ee49c84b4ba757c371956c	Achaeus (con của Seleukos I Nikator)
9deaef1485a4d3fd8d94cbdd86de1541	Engraving
44132	Hiệp Hòa, Bắc Giang
449336	Chiến tranh Minh-Đại Ngu
1582086	Chillicothe, Ohio
541d19a3052d0997e72ea7e57f1321c5	ABDO Publishing Company
188876	Chiêu Viễn
3704511	Chu kỳ tự quay
cc2dd2bfadb2f75d19a0e2d96550c228	Flag of New York
b440509a0106086a67bc2ea9df0a1dab	2188
541042	633
bd78404a76ad76035cd3257ddd311677	Altamira Software
130cb821149713abdffa29d132ce2220	Carl von Gersdorff
d5dc1b909bad3474c6041f61ba9a8b83	Kotzebue
104948	Giosuè Carducci
310010	Hội đồng Quân nhân Cách mạng (Việt Nam Cộng hòa)
cf2a8845b8d603a2061b6596d858f50e	University of Maryland
3257538	Ca dao
2439852	Chùa Kim Ngân
17e516579dd8a92a6b42220123087ebc	Dãy núi Anti-Liban
29111	Karl Marx
